WL(um)	Flux(W/m2/um)
0.997	7.58E+02
0.999	7.54E+02
1.0025	7.29E+02
1.0075	7.00E+02
1.0125	7.25E+02
1.0175	7.14E+02
1.0225	7.11E+02
1.0275	7.03E+02
1.0325	6.92E+02
1.0375	6.85E+02
1.0425	6.78E+02
1.0475	6.63E+02
1.0525	6.60E+02
1.0575	6.49E+02
1.0625	6.42E+02
1.0675	6.24E+02
1.0725	6.24E+02
1.0775	6.16E+02
1.0825	6.05E+02
1.0875	5.98E+02
1.0925	5.55E+02
1.0975	5.73E+02
1.1025	5.84E+02
1.1075	5.76E+02
1.1125	5.69E+02
1.1175	5.62E+02
1.1225	5.58E+02
1.1275	5.44E+02
1.1325	5.40E+02
1.1375	5.37E+02
1.1425	5.26E+02
1.1475	5.26E+02
1.1525	5.22E+02
1.1575	5.15E+02
1.1625	5.00E+02
1.1675	4.93E+02
1.1725	4.97E+02
1.1775	4.82E+02
1.1825	4.79E+02
1.1875	4.71E+02
1.1925	4.75E+02
1.1975	4.64E+02
1.2025	4.64E+02
1.2075	4.57E+02
1.2125	4.53E+02
1.2175	4.50E+02
1.2225	4.46E+02
1.2275	4.39E+02
1.2325	4.35E+02
1.2375	4.28E+02
1.2425	4.24E+02
1.2475	4.21E+02
1.2525	4.13E+02
1.2575	4.10E+02
1.2625	4.06E+02
1.2675	4.02E+02
1.2725	3.99E+02
1.2775	3.88E+02
1.2825	3.49E+02
1.2875	3.81E+02
1.2925	3.81E+02
1.2975	3.77E+02
1.3025	3.73E+02
1.3075	3.70E+02
1.3125	3.66E+02
1.3175	3.61E+02
1.3225	3.59E+02
1.3275	3.53E+02
1.3325	3.51E+02
1.3375	3.48E+02
1.3425	3.44E+02
1.3475	3.40E+02
1.3525	3.36E+02
1.3575	3.31E+02
1.3625	3.29E+02
1.3675	3.25E+02
1.3725	3.20E+02
1.3775	3.18E+02
1.3825	3.16E+02
1.3875	3.14E+02
1.3925	3.10E+02
1.3975	3.07E+02
1.4025	3.03E+02
1.4075	3.01E+02
1.4125	2.95E+02
1.4175	2.95E+02
1.4225	2.90E+02
1.4275	2.86E+02
1.4325	2.86E+02
1.4375	2.85E+02
1.4425	2.73E+02
1.4475	2.77E+02
1.4525	2.72E+02
1.457	2.72E+02
1.462	2.70E+02
1.4675	2.70E+02
1.4725	2.66E+02
1.4775	2.62E+02
1.4825	2.60E+02
1.4875	2.55E+02
1.4925	2.55E+02
1.4975	2.51E+02
1.5025	2.45E+02
1.5075	2.44E+02
1.5125	2.44E+02
1.5175	2.42E+02
1.5225	2.36E+02
1.5275	2.36E+02
1.5325	2.32E+02
1.5375	2.31E+02
1.5425	2.27E+02
1.5475	2.27E+02
1.5525	2.23E+02
1.5575	2.19E+02
1.5625	2.21E+02
1.5675	2.16E+02
1.5725	2.12E+02
1.5775	2.12E+02
1.5825	2.10E+02
1.5875	2.01E+02
1.5925	2.06E+02
1.5975	2.06E+02
1.605	2.03E+02
1.615	1.95E+02
1.625	1.97E+02
1.635	1.90E+02
1.645	1.82E+02
1.655	1.86E+02
1.665	1.82E+02
1.675	1.74E+02
1.685	1.66E+02
1.695	1.71E+02
1.705	1.67E+02
1.715	1.64E+02
1.725	1.59E+02
1.735	1.46E+02
1.745	1.52E+02
1.755	1.50E+02
1.765	1.48E+02
1.775	1.45E+02
1.785	1.42E+02
1.795	1.40E+02
1.805	1.36E+02
1.815	1.25E+02
1.825	1.29E+02
1.835	1.29E+02
1.845	1.26E+02
1.855	1.24E+02
1.865	1.20E+02
1.875	1.09E+02
1.885	1.16E+02
1.895	1.13E+02
1.905	1.13E+02
1.915	1.11E+02
1.925	1.08E+02
1.935	1.05E+02
1.945	9.68E+01
1.955	1.02E+02
1.965	1.01E+02
1.975	9.86E+01
1.985	9.75E+01
1.995	9.57E+01
2.005	9.39E+01
2.015	9.24E+01
2.025	9.06E+01
2.035	8.88E+01
2.045	8.77E+01
2.055	8.63E+01
2.065	8.41E+01
2.075	8.30E+01
2.085	8.16E+01
2.095	8.01E+01
2.105	7.87E+01
2.115	7.72E+01
2.125	7.61E+01
2.135	7.50E+01
2.145	7.36E+01
2.155	7.21E+01
2.165	6.60E+01
2.175	6.92E+01
2.185	6.85E+01
2.195	6.78E+01
2.205	6.63E+01
2.215	6.56E+01
2.225	6.45E+01
2.235	6.34E+01
2.245	6.24E+01
2.255	6.13E+01
2.265	6.02E+01
2.275	5.95E+01
2.285	5.84E+01
2.295	5.76E+01
2.305	5.69E+01
2.315	5.58E+01
2.325	5.51E+01
2.335	5.40E+01
2.345	5.33E+01
2.355	5.26E+01
2.365	5.18E+01
2.375	5.08E+01
2.385	4.97E+01
2.395	4.89E+01
2.405	4.82E+01
2.415	4.75E+01
2.425	4.68E+01
2.435	4.60E+01
2.445	4.53E+01
2.455	4.46E+01
2.465	4.42E+01
2.475	4.31E+01
2.485	4.24E+01
2.495	4.17E+01
2.505	4.17E+01
2.515	4.10E+01
2.525	4.02E+01
2.535	3.95E+01
2.545	3.92E+01
2.555	3.84E+01
2.565	3.77E+01
2.575	3.73E+01
2.585	3.70E+01
2.595	3.66E+01
2.605	3.57E+01
2.615	3.48E+01
2.625	3.23E+01
2.635	3.40E+01
2.645	3.38E+01
2.655	3.35E+01
2.665	3.27E+01
2.675	3.18E+01
2.685	3.20E+01
2.695	3.18E+01
2.705	3.12E+01
2.715	3.09E+01
2.725	3.05E+01
2.735	2.99E+01
2.745	2.95E+01
2.755	2.85E+01
2.765	2.85E+01
2.775	2.85E+01
2.785	2.81E+01
2.795	2.77E+01
2.805	2.73E+01
2.815	2.70E+01
2.825	2.66E+01
2.835	2.62E+01
2.845	2.58E+01
2.855	2.55E+01
2.865	2.49E+01
2.875	2.40E+01
2.885	2.44E+01
2.895	2.42E+01
2.905	2.40E+01
2.915	2.36E+01
2.925	2.32E+01
2.935	2.31E+01
2.945	2.27E+01
2.955	2.25E+01
2.965	2.21E+01
2.975	2.19E+01
2.985	2.16E+01
2.995	2.12E+01
3.005	2.10E+01
3.015	2.08E+01
3.025	2.04E+01
3.035	1.95E+01
3.045	1.95E+01
3.055	1.97E+01
3.065	1.95E+01
3.075	1.93E+01
3.085	1.90E+01
3.095	1.88E+01
3.105	1.86E+01
3.115	1.82E+01
3.125	1.81E+01
3.135	1.79E+01
3.145	1.77E+01
3.155	1.74E+01
3.165	1.73E+01
3.175	1.70E+01
3.185	1.69E+01
3.195	1.67E+01
3.21	1.63E+01
3.23	1.60E+01
3.25	1.56E+01
3.27	1.52E+01
3.29	1.44E+01
3.31	1.45E+01
3.33	1.42E+01
3.35	1.39E+01
3.37	1.36E+01
3.39	1.33E+01
3.41	1.29E+01
3.43	1.27E+01
3.45	1.24E+01
3.47	1.21E+01
3.49	1.19E+01
3.51	1.16E+01
3.53	1.14E+01
3.55	1.11E+01
3.57	1.09E+01
3.59	1.07E+01
3.61	1.04E+01
3.63	1.02E+01
3.65	9.97E+00
3.67	9.79E+00
3.69	9.53E+00
3.71	9.35E+00
3.73	9.06E+00
3.75	8.77E+00
3.77	8.81E+00
3.79	8.63E+00
3.81	8.45E+00
3.83	8.30E+00
3.85	8.16E+00
3.87	7.98E+00
3.89	7.83E+00
3.91	7.65E+00
3.93	7.54E+00
3.95	7.40E+00
3.97	7.25E+00
3.99	7.07E+00
4.01	6.92E+00
4.03	6.78E+00
4.05	6.49E+00
4.07	6.56E+00
4.09	6.45E+00
4.11	6.34E+00
4.13	6.24E+00
4.15	6.09E+00
4.17	5.95E+00
4.19	5.87E+00
4.21	5.76E+00
4.23	5.66E+00
4.25	5.55E+00
4.27	5.47E+00
4.29	5.37E+00
4.31	5.29E+00
4.33	5.18E+00
4.35	5.08E+00
4.37	4.93E+00
4.39	4.89E+00
4.41	4.79E+00
4.43	4.71E+00
4.45	4.64E+00
4.47	4.57E+00
4.49	4.50E+00
4.51	4.42E+00
4.53	4.31E+00
4.55	4.24E+00
4.57	4.17E+00
4.59	4.10E+00
4.61	4.06E+00
4.63	3.99E+00
4.65	3.81E+00
4.67	3.77E+00
4.69	3.81E+00
4.71	3.73E+00
4.73	3.70E+00
4.75	3.61E+00
4.77	3.55E+00
4.79	3.49E+00
4.81	3.44E+00
4.83	3.38E+00
4.85	3.33E+00
4.87	3.27E+00
4.89	3.23E+00
4.91	3.18E+00
4.93	3.12E+00
4.95	3.07E+00
4.97	3.03E+00
4.99	2.98E+00
5.01	2.94E+00
5.03	2.88E+00
5.05	2.85E+00
5.07	2.81E+00
5.09	2.75E+00
5.11	2.72E+00
5.13	2.62E+00
5.15	2.64E+00
5.17	2.60E+00
5.19	2.57E+00
5.21	2.51E+00
5.23	2.47E+00
5.25	2.45E+00
5.27	2.42E+00
5.29	2.38E+00
5.31	2.34E+00
5.33	2.31E+00
5.35	2.27E+00
5.37	2.23E+00
5.39	2.21E+00
5.41	2.18E+00
5.43	2.14E+00
5.45	2.12E+00
5.47	2.08E+00
5.49	2.04E+00
5.51	2.03E+00
5.53	1.99E+00
5.55	1.97E+00
5.57	1.93E+00
5.59	1.91E+00
5.61	1.90E+00
5.63	1.86E+00
5.65	1.84E+00
5.67	1.81E+00
5.69	1.79E+00
5.71	1.76E+00
5.73	1.74E+00
5.75	1.71E+00
5.77	1.69E+00
5.79	1.67E+00
5.81	1.65E+00
5.83	1.62E+00
5.85	1.61E+00
5.87	1.58E+00
5.89	1.56E+00
5.91	1.50E+00
5.93	1.52E+00
5.95	1.50E+00
5.97	1.48E+00
5.99	1.46E+00
6.01	1.44E+00
6.03	1.42E+00
6.05	1.41E+00
6.07	1.39E+00
6.09	1.37E+00
6.11	1.35E+00
6.13	1.33E+00
6.15	1.32E+00
6.17	1.30E+00
6.19	1.29E+00
6.21	1.27E+00
6.23	1.25E+00
6.25	1.24E+00
6.27	1.22E+00
6.29	1.21E+00
6.31	1.19E+00
6.33	1.18E+00
6.35	1.16E+00
6.37	1.15E+00
6.39	1.13E+00
6.42	1.11E+00
6.46	1.09E+00
6.5	1.06E+00
6.54	1.04E+00
6.58	1.01E+00
6.62	9.86E-01
6.66	9.64E-01
6.7	9.43E-01
6.74	9.21E-01
6.78	8.99E-01
6.82	8.81E-01
6.86	8.59E-01
6.9	8.37E-01
6.94	8.19E-01
6.98	8.05E-01
7.02	7.83E-01
7.06	7.69E-01
7.1	7.50E-01
7.14	7.36E-01
7.18	7.18E-01
7.22	7.03E-01
7.26	6.89E-01
7.3	6.74E-01
7.34	6.60E-01
7.38	6.45E-01
7.42	6.31E-01
7.46	6.09E-01
7.5	5.98E-01
7.54	5.91E-01
7.58	5.80E-01
7.62	5.69E-01
7.66	5.55E-01
7.7	5.44E-01
7.74	5.33E-01
7.78	5.26E-01
7.82	5.15E-01
7.86	5.04E-01
7.9	4.93E-01
7.94	4.82E-01
7.98	4.75E-01
8.02	4.64E-01
8.06	4.57E-01
8.1	4.46E-01
8.14	4.39E-01
8.18	4.28E-01
8.22	4.21E-01
8.26	4.13E-01
8.3	4.06E-01
8.34	3.99E-01
8.38	3.92E-01
8.42	3.84E-01
8.46	3.77E-01
8.5	3.70E-01
8.54	3.63E-01
8.58	3.57E-01
8.62	3.49E-01
8.66	3.44E-01
8.7	3.36E-01
8.74	3.31E-01
8.78	3.25E-01
8.82	3.20E-01
8.86	3.14E-01
8.9	3.09E-01
8.94	3.03E-01
8.98	2.98E-01
9.02	2.92E-01
9.06	2.88E-01
9.1	2.82E-01
9.14	2.77E-01
9.18	2.73E-01
9.22	2.68E-01
9.26	2.64E-01
9.3	2.58E-01
9.34	2.55E-01
9.38	2.51E-01
9.42	2.47E-01
9.46	2.42E-01
9.5	2.38E-01
9.54	2.34E-01
9.58	2.31E-01
9.62	2.27E-01
9.66	2.23E-01
9.7	2.19E-01
9.74	2.16E-01
9.78	2.12E-01
9.82	2.08E-01
9.86	2.06E-01
9.9	2.03E-01
9.94	1.99E-01
9.98	1.97E-01
10.02	1.93E-01
20	1.24E-02
40	7.76E-04
60	1.53E-04
80	4.79E-05
100	1.95E-05
120	9.35E-06
140	5.04E-06
160	2.94E-06
