WL(um)	Flux(W/m2/um)
9.90E+00	0.339168484
9.94E+00	0.334162307
9.98E+00	0.329156131
1.00E+01	0.324149954
1.03E+01	0.295364437
1.05E+01	0.269082008
1.08E+01	0.245302668
1.10E+01	0.224026416
1.13E+01	0.204001708
1.15E+01	0.187731633
1.18E+01	0.172713103
1.20E+01	0.157694572
1.23E+01	0.146430674
1.25E+01	0.135166776
1.28E+01	0.124403496
1.30E+01	0.115267223
1.33E+01	0.106881877
1.35E+01	0.099247457
1.38E+01	0.092238809
1.40E+01	0.085981088
1.43E+01	0.08009883
1.45E+01	0.074842345
1.48E+01	0.069836168
1.50E+01	0.065455763
1.53E+01	0.061200512
1.55E+01	0.05744588
1.58E+01	0.053941556
1.60E+01	0.050687541
1.63E+01	0.047683835
1.65E+01	0.044805283
1.68E+01	0.042302195
1.70E+01	0.039924261
1.73E+01	0.037671481
1.75E+01	0.035543856
1.78E+01	0.03366654
1.80E+01	0.031789223
1.83E+01	0.030162216
1.85E+01	0.028535208
1.88E+01	0.027033355
1.90E+01	0.025656657
1.93E+01	0.024405112
1.95E+01	0.023153568
1.98E+01	0.022027178
2.00E+01	0.021025943
2.05E+01	0.019023472
2.10E+01	0.01727131
2.15E+01	0.015769457
2.20E+01	0.014392759
2.25E+01	0.013141214
2.30E+01	0.012014825
2.35E+01	0.011026105
2.40E+01	0.010137508
2.45E+01	0.00933652
2.50E+01	0.008610624
2.55E+01	0.007959821
2.60E+01	0.00735908
2.65E+01	0.006820916
2.70E+01	0.006332814
2.75E+01	0.005882258
2.80E+01	0.005481764
2.85E+01	0.0051063
2.90E+01	0.004768383
2.95E+01	0.004455497
3.00E+01	0.004155127
3.05E+01	0.003892303
3.10E+01	0.003654509
3.15E+01	0.003429231
3.20E+01	0.003216469
3.25E+01	0.003028737
3.30E+01	0.002841005
3.35E+01	0.002678305
3.40E+01	0.002528119
3.45E+01	0.002377934
3.50E+01	0.00225278
3.55E+01	0.002127625
3.60E+01	0.002014986
3.65E+01	0.001902347
3.70E+01	0.001802224
3.75E+01	0.001714616
3.80E+01	0.001627007
3.85E+01	0.001539399
3.90E+01	0.001464307
3.95E+01	0.001389214
4.00E+01	0.001326637
4.10E+01	0.001196476
4.20E+01	0.00108634
4.30E+01	0.00098872
4.40E+01	0.000901112
4.50E+01	0.000823516
4.60E+01	0.000754681
4.70E+01	0.000692104
4.80E+01	0.000635784
4.90E+01	0.000585723
5.00E+01	0.000539416
5.10E+01	0.000499366
5.20E+01	0.00046182
5.30E+01	0.000428028
5.40E+01	0.00039674
5.50E+01	0.000367954
5.60E+01	0.000342923
5.70E+01	0.000319144
5.80E+01	0.000297868
5.90E+01	0.000277843
6.00E+01	0.000260321
6.10E+01	0.0002428
6.20E+01	0.000227781
6.30E+01	0.000214014
6.40E+01	0.000200247
6.50E+01	0.000188983
6.60E+01	0.000177719
6.70E+01	0.000166455
6.80E+01	0.000157695
6.90E+01	0.000147682
7.00E+01	0.000140173
7.10E+01	0.000132664
7.20E+01	0.000124904
7.30E+01	0.000118146
7.40E+01	0.000111888
7.50E+01	0.000106006
7.60E+01	0.000100499
7.70E+01	9.53677E-05
7.80E+01	9.06118E-05
7.90E+01	8.59811E-05
8.00E+01	8.1851E-05
8.10E+01	7.78461E-05
8.20E+01	7.40914E-05
8.30E+01	7.05871E-05
8.40E+01	6.72079E-05
8.50E+01	6.40791E-05
8.60E+01	6.12005E-05
8.70E+01	5.8322E-05
8.80E+01	5.56937E-05
8.90E+01	5.33158E-05
9.00E+01	5.09378E-05
9.10E+01	4.86851E-05
9.20E+01	4.66826E-05
9.30E+01	4.46801E-05
9.40E+01	4.28028E-05
9.50E+01	4.09255E-05
9.60E+01	3.92985E-05
9.70E+01	3.76715E-05
9.80E+01	3.61696E-05
9.90E+01	3.46678E-05
1.00E+02	3.32911E-05
1.01E+02	3.20395E-05
1.02E+02	3.0788E-05
1.03E+02	2.95364E-05
1.04E+02	2.84101E-05
1.05E+02	2.74088E-05
1.06E+02	2.64076E-05
1.07E+02	2.54063E-05
1.08E+02	2.44051E-05
1.09E+02	2.3529E-05
1.10E+02	2.2653E-05
1.11E+02	2.1902E-05
1.12E+02	2.11511E-05
1.13E+02	2.04002E-05
1.14E+02	1.96492E-05
1.15E+02	1.90235E-05
1.16E+02	1.83977E-05
1.17E+02	1.77719E-05
1.18E+02	1.71462E-05
1.19E+02	1.65204E-05
1.20E+02	1.60198E-05
1.21E+02	1.55191E-05
1.22E+02	1.50185E-05
1.23E+02	1.45179E-05
1.24E+02	1.40173E-05
1.25E+02	1.35167E-05
1.26E+02	1.31412E-05
1.27E+02	1.27658E-05
1.28E+02	1.23277E-05
1.29E+02	1.19522E-05
1.30E+02	1.15768E-05
1.31E+02	1.12264E-05
1.32E+02	1.08884E-05
1.33E+02	1.0563E-05
1.34E+02	1.02501E-05
1.35E+02	9.94978E-06
1.36E+02	9.66192E-06
1.37E+02	9.37407E-06
1.38E+02	9.09873E-06
1.39E+02	8.84842E-06
1.40E+02	8.58559E-06
1.41E+02	8.3478E-06
1.42E+02	8.11001E-06
1.43E+02	7.88473E-06
1.44E+02	7.67197E-06
1.45E+02	7.4592E-06
1.46E+02	7.25896E-06
1.47E+02	7.05871E-06
1.48E+02	6.87098E-06
1.49E+02	6.68325E-06
1.50E+02	6.50803E-06
1.51E+02	6.33281E-06
1.52E+02	6.17011E-06
1.53E+02	6.00741E-06
1.54E+02	5.84471E-06
1.55E+02	5.69453E-06
1.56E+02	5.55686E-06
1.57E+02	5.40667E-06
1.58E+02	5.269E-06
1.59E+02	5.14385E-06
1.60E+02	5.01869E-06
