 4.00347E-07 3.05703E-11 1.78052E-04 8.73250E-02 5.47823E-06 6.61289E-09
 2.13234E-04 1.57636E-09 6.82241E-11 5.52391E-10 1.29290E-09 2.92972E-15
 7.50578E-11 2.99110E-10 8.24869E-01 2.21883E-14 1.08089E-10 2.59915E-15
 4.46231E-07 3.41400E-11 1.77130E-04 9.20882E-02 5.75887E-06 6.60455E-09
 2.12655E-04 1.47528E-09 6.01953E-11 4.32016E-10 1.07036E-09 2.26357E-15
 6.95496E-11 2.61897E-10 8.20125E-01 1.80418E-14 1.05960E-10 2.14710E-15
 4.93435E-07 3.78282E-11 1.76314E-04 9.67666E-02 6.02756E-06 6.59850E-09
 2.12084E-04 1.37767E-09 5.31223E-11 3.39262E-10 8.86720E-10 1.74640E-15
 6.39950E-11 2.28536E-10 8.15465E-01 1.46027E-14 1.02970E-10 1.77218E-15
 5.45585E-07 4.19155E-11 1.75470E-04 1.01669E-01 6.30727E-06 6.59198E-09
 2.11488E-04 1.28637E-09 4.68771E-11 2.66304E-10 7.34215E-10 1.34726E-15
 5.88287E-11 1.99257E-10 8.10582E-01 1.18142E-14 1.00015E-10 1.46332E-15
 6.07634E-07 4.67753E-11 1.74523E-04 1.07133E-01 6.62329E-06 6.58174E-09
 2.10823E-04 1.20312E-09 4.13296E-11 2.08125E-10 6.07333E-10 1.04123E-15
 5.43879E-11 1.74194E-10 8.05141E-01 9.59461E-15 9.79003E-11 1.21130E-15
 6.76544E-07 5.21897E-11 1.73524E-04 1.12859E-01 6.95200E-06 6.57127E-09
 2.10126E-04 1.12498E-09 3.64293E-11 1.62612E-10 5.02220E-10 8.04856E-16
 5.02372E-11 1.52188E-10 7.99438E-01 7.78991E-15 9.57650E-11 1.00316E-15
 7.53068E-07 5.82166E-11 1.72473E-04 1.18860E-01 7.29333E-06 6.55986E-09
 2.09395E-04 1.05164E-09 3.21005E-11 1.27005E-10 4.15129E-10 6.22085E-16
 4.63581E-11 1.32857E-10 7.93462E-01 6.32169E-15 9.36180E-11 8.31002E-16
 8.38055E-07 6.49254E-11 1.71368E-04 1.25153E-01 7.64818E-06 6.54761E-09
 2.08628E-04 9.82870E-10 2.82808E-11 9.91566E-11 3.42989E-10 4.80845E-16
 4.27352E-11 1.15882E-10 7.87193E-01 5.12901E-15 9.14572E-11 6.88541E-16
 9.32333E-07 7.23897E-11 1.70220E-04 1.31734E-01 8.01628E-06 6.53511E-09
 2.07827E-04 9.18293E-10 2.49058E-11 7.73952E-11 2.83323E-10 3.71814E-16
 3.93597E-11 1.01013E-10 7.80639E-01 4.16148E-15 8.92822E-11 5.70737E-16
 1.04477E-06 8.12950E-11 1.68921E-04 1.39053E-01 8.43019E-06 6.51861E-09
 2.06937E-04 8.59213E-10 2.19083E-11 6.01055E-11 2.33669E-10 2.87836E-16
 3.64363E-11 8.82297E-11 7.73350E-01 3.38701E-15 8.77867E-11 4.73851E-16
 1.16160E-06 9.06007E-11 1.67653E-04 1.46283E-01 8.82662E-06 6.50437E-09
 2.06054E-04 8.02234E-10 1.92810E-11 4.68663E-11 1.92817E-10 2.22533E-16
 3.34853E-11 7.67609E-11 7.66149E-01 2.74681E-15 8.55619E-11 3.92784E-16
 1.29135E-06 1.00961E-10 1.66313E-04 1.53835E-01 9.23706E-06 6.48983E-09
 2.05134E-04 7.48731E-10 1.69609E-11 3.65198E-11 1.59013E-10 1.72023E-16
 3.07380E-11 6.67171E-11 7.58628E-01 2.22725E-15 8.33219E-11 3.25565E-16
