
    OUTPUT FILES FOR THE Sun  

 Solar Constant= 0.813   F_CH4= 2.9161E-03  F_CO2= 2.0000E-02  F_O2= 9.7205E-09  F_N2= 9.5261E-01  F_H2= 1.1237E-04  F_AR= 9.7205E-03  IO3 =  1   IUP=  1
 ICONSERV= 0  FAC= 4.0  ND=101  SRFALB= 0.320  G= 980.0  IMW= 2

 FNO2 = 1.241E-71

 NST=     1 JCONV= 26 CHG=1.87E-03 dt0=7.50E+03 DIVF(1)=-1.40E-03 DIVFrms= 8.77E-04 DT(ND)=-3.91E-02 T(ND)=2.7996E+02

 TIME= 5.000E+03  TIME IN DAYS = 5.787E-02

 PLANETARY ALBEDO:  ALBP = 0.2659

  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT
 77 3.1463E-01 8.6850E+00 2.1320E+02  1.00E+00  -3.9123E-02  2.1324E+02  8.3724E-06  8.4166E-06  2.1314E-16 -5.2082E-01  4.1772E-01
 78 3.3480E-01 8.2843E+00 2.1704E+02  1.00E+00  -3.9123E-02  2.1708E+02  1.3984E-05  1.4056E-05  9.9013E-17 -8.6278E-01  4.1038E-01
 79 3.5587E-01 7.8838E+00 2.2086E+02  1.00E+00  -3.9123E-02  2.2090E+02  2.2880E-05  2.2993E-05  4.5493E-17 -1.2126E+00  4.0666E-01
 80 3.7785E-01 7.4838E+00 2.2465E+02  1.00E+00  -3.9123E-02  2.2469E+02  3.6673E-05  3.6848E-05  2.0683E-17 -1.5263E+00  4.0668E-01
 81 4.0074E-01 7.0846E+00 2.2840E+02  1.00E+00  -3.9123E-02  2.2844E+02  5.7576E-05  5.7842E-05  9.3666E-18 -1.7840E+00  4.1025E-01
 82 4.2454E-01 6.6867E+00 2.3209E+02  1.00E+00  -3.9123E-02  2.3213E+02  8.8520E-05  8.8915E-05  4.2855E-18 -1.9629E+00  4.1652E-01
 83 4.4925E-01 6.2902E+00 2.3571E+02  1.00E+00  -3.9123E-02  2.3575E+02  1.3323E-04  1.3381E-04  2.0404E-18 -2.0803E+00  4.2322E-01
 84 4.7487E-01 5.8957E+00 2.3925E+02  1.00E+00  -3.9123E-02  2.3929E+02  1.9623E-04  1.9706E-04  1.0219E-18 -2.1875E+00  4.3011E-01
 85 5.0140E-01 5.5034E+00 2.4269E+02  1.00E+00  -3.9123E-02  2.4273E+02  2.8276E-04  2.8391E-04  5.3722E-19 -2.2420E+00  4.3823E-01
 86 5.2882E-01 5.1138E+00 2.4601E+02  1.00E+00  -3.9123E-02  2.4605E+02  3.9856E-04  4.0014E-04  2.9726E-19 -2.2175E+00  4.4726E-01
 87 5.5712E-01 4.7273E+00 2.4920E+02  1.00E+00  -3.9123E-02  2.4924E+02  5.4958E-04  5.5171E-04  1.7546E-19 -2.1619E+00  4.5494E-01
 88 5.8628E-01 4.3443E+00 2.5225E+02  1.00E+00  -3.9123E-02  2.5229E+02  7.4168E-04  7.4448E-04  1.0914E-19 -2.1034E+00  4.6099E-01
 89 6.1628E-01 3.9652E+00 2.5516E+02  1.00E+00  -3.9123E-02  2.5520E+02  9.8024E-04  9.8386E-04  6.9941E-20 -2.0455E+00  4.6691E-01
 90 6.4710E-01 3.5904E+00 2.5793E+02  1.00E+00  -3.9123E-02  2.5796E+02  1.2700E-03  1.2746E-03  4.6825E-20 -1.9811E+00  4.7311E-01
 91 6.7870E-01 3.2204E+00 2.6054E+02  1.00E+00  -3.9123E-02  2.6058E+02  1.6148E-03  1.6205E-03  3.3243E-20 -1.8882E+00  4.7949E-01
 92 7.1105E-01 2.8554E+00 2.6301E+02  1.00E+00  -3.9123E-02  2.6305E+02  2.0176E-03  2.0246E-03  4.6614E-20 -1.7320E+00  4.8455E-01
 93 7.4411E-01 2.4959E+00 2.6535E+02  1.00E+00  -3.9123E-02  2.6539E+02  2.4804E-03  2.4889E-03  1.6355E-19 -1.5332E+00  4.9064E-01
 94 7.7785E-01 2.1422E+00 2.6756E+02  1.00E+00  -3.9123E-02  2.6759E+02  3.0046E-03  3.0147E-03  1.1272E-18 -1.3242E+00  4.9748E-01
 95 8.1221E-01 1.7945E+00 2.6964E+02  1.00E+00  -3.9123E-02  2.6968E+02  3.5905E-03  3.6024E-03  1.2707E-17 -1.1391E+00  5.0420E-01
 96 8.4715E-01 1.4532E+00 2.7161E+02  1.00E+00  -3.9123E-02  2.7165E+02  4.2380E-03  4.2518E-03  1.5201E-16 -1.0028E+00  5.1158E-01
 97 8.8260E-01 1.1185E+00 2.7350E+02  1.00E+00  -3.9123E-02  2.7354E+02  4.9713E-03  4.9875E-03  1.5448E-15 -9.5179E-01  5.2076E-01
 98 9.1852E-01 7.9050E-01 2.7546E+02  1.00E+00  -3.9123E-02  2.7549E+02  5.7832E-03  5.7993E-03  1.1789E-14 -9.8121E-01  5.3159E-01
 99 9.5483E-01 4.6941E-01 2.7731E+02  1.00E+00  -3.9123E-02  2.7735E+02  6.5558E-03  6.5720E-03  4.6179E-14 -1.1025E+00  5.4243E-01
100 9.9147E-01 1.5543E-01 2.7910E+02  1.00E+00  -3.9123E-02  2.7914E+02  7.4405E-03  7.4625E-03  1.5792E-13 -1.2117E+00  5.5568E-01
101 1.0100E+00 0.0000E+00 2.7996E+02  1.00E+00  -3.9123E-02  2.8000E+02  7.9304E-03  7.9525E-03  1.1000E-13  0.0000E+00  0.0000E+00
  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT

 FCO2
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02 2.00E-02
  2.00E-02

  J    PF         ALT       FTOTAL       FTIR       FDNIR       FUPIR       FTSOL       FDNSOL       FUPSOL       DIVF
  1 1.0000E-04 5.6915E+01 -2.8547E+02 -2.0431E+05  0.0000E+00  2.0431E+05  2.0402E+05  2.7792E+05  7.3896E+04 -1.3973E-03
