     ALT          P          T          FH2O           O3           THEAT        TCOOL        PSATCO2        FCO2
4.0623E+01  2.0972E-03 2.0626E+02    1.5084E-05    3.9298E-06    1.0283E+01   -1.0159E+01    2.5313E+00    1.0000E-02
3.9862E+01  2.3698E-03 2.0642E+02    1.5084E-05    4.2482E-06    9.5475E+00   -9.5320E+00    2.5602E+00    1.0000E-02
3.9108E+01  2.6748E-03 2.0652E+02    1.5084E-05    4.5637E-06    8.8177E+00   -8.8629E+00    2.5785E+00    1.0000E-02
3.8361E+01  3.0157E-03 2.0658E+02    1.5084E-05    4.8763E-06    8.1358E+00   -8.1823E+00    2.5914E+00    1.0000E-02
3.7621E+01  3.3963E-03 2.0663E+02    1.5084E-05    5.0620E-06    7.4602E+00   -7.5242E+00    2.6008E+00    1.0000E-02
3.6888E+01  3.8206E-03 2.0667E+02    1.5084E-05    5.1643E-06    6.8592E+00   -6.9300E+00    2.6081E+00    1.0000E-02
3.6161E+01  4.2932E-03 2.0670E+02    1.5084E-05    5.2656E-06    6.3755E+00   -6.4251E+00    2.6136E+00    1.0000E-02
3.5442E+01  4.8189E-03 2.0672E+02    1.5084E-05    5.3659E-06    5.9797E+00   -6.0070E+00    2.6163E+00    1.0000E-02
3.4730E+01  5.4030E-03 2.0671E+02    1.5084E-05    5.4653E-06    5.6417E+00   -5.6573E+00    2.6148E+00    1.0000E-02
3.4025E+01  6.0511E-03 2.0667E+02    1.5084E-05    5.5637E-06    5.3400E+00   -5.3549E+00    2.6081E+00    1.0000E-02
3.3327E+01  6.7694E-03 2.0661E+02    1.5084E-05    5.6611E-06    5.0605E+00   -5.0813E+00    2.5964E+00    1.0000E-02
3.2637E+01  7.5645E-03 2.0653E+02    1.5084E-05    5.7576E-06    4.7947E+00   -4.8128E+00    2.5803E+00    1.0000E-02
3.1954E+01  8.4437E-03 2.0641E+02    1.5084E-05    5.8531E-06    4.5373E+00   -4.4963E+00    2.5587E+00    1.0000E-02
3.1278E+01  9.4146E-03 2.0624E+02    1.5084E-05    5.9476E-06    4.2815E+00   -4.1071E+00    2.5265E+00    1.0000E-02
3.0610E+01  1.0485E-02 2.0608E+02    1.5084E-05    5.8888E-06    3.9861E+00   -4.7253E+00    2.4969E+00    1.0000E-02
2.9950E+01  1.1665E-02 2.0607E+02    1.5084E-05    5.6388E-06    3.6576E+00   -3.9533E+00    2.4962E+00    1.0000E-02
2.9296E+01  1.2963E-02 2.0622E+02    1.5084E-05    5.3914E-06    3.3557E+00   -3.5417E+00    2.5229E+00    1.0000E-02
2.8648E+01  1.4389E-02 2.0643E+02    1.5084E-05    5.1466E-06    3.0830E+00   -3.1977E+00    2.5618E+00    1.0000E-02
2.8007E+01  1.5955E-02 2.0667E+02    1.5084E-05    4.9044E-06    2.8395E+00   -2.9073E+00    2.6071E+00    1.0000E-02
2.7372E+01  1.7671E-02 2.0692E+02    1.5084E-05    4.6648E-06    2.6253E+00   -2.6707E+00    2.6548E+00    1.0000E-02
2.6744E+01  1.9550E-02 2.0717E+02    1.5084E-05    4.4278E-06    2.4398E+00   -2.4843E+00    2.7032E+00    1.0000E-02
2.6122E+01  2.1605E-02 2.0741E+02    1.5084E-05    4.1934E-06    2.2809E+00   -2.3394E+00    2.7521E+00    1.0000E-02
2.5506E+01  2.3849E-02 2.0767E+02    1.5084E-05    3.9617E-06    2.1450E+00   -2.2232E+00    2.8028E+00    1.0000E-02
2.4896E+01  2.6297E-02 2.0793E+02    1.5084E-05    3.7325E-06    2.0280E+00   -2.1221E+00    2.8572E+00    1.0000E-02
2.4293E+01  2.8964E-02 2.0822E+02    1.5084E-05    3.5060E-06    1.9252E+00   -2.0254E+00    2.9170E+00    1.0000E-02
2.3696E+01  3.1866E-02 2.0854E+02    1.5084E-05    3.2814E-06    1.8327E+00   -1.9264E+00    2.9833E+00    1.0000E-02
2.3105E+01  3.5020E-02 2.0887E+02    1.5084E-05    3.0519E-06    1.7465E+00   -1.8237E+00    3.0561E+00    1.0000E-02
2.2520E+01  3.8443E-02 2.0923E+02    1.5084E-05    2.8250E-06    1.6654E+00   -1.7188E+00    3.1345E+00    1.0000E-02
2.1941E+01  4.2154E-02 2.0960E+02    1.5084E-05    2.6009E-06    1.5877E+00   -1.6153E+00    3.2169E+00    1.0000E-02
2.1368E+01  4.6171E-02 2.0996E+02    1.5084E-05    2.3795E-06    1.5125E+00   -1.5171E+00    3.3013E+00    1.0000E-02
2.0802E+01  5.0516E-02 2.1032E+02    1.5084E-05    2.1608E-06    1.4392E+00   -1.4273E+00    3.3861E+00    1.0000E-02
2.0241E+01  5.5207E-02 2.1067E+02    1.5084E-05    1.9448E-06    1.3675E+00   -1.3473E+00    3.4698E+00    1.0000E-02
1.9687E+01  6.0268E-02 2.1101E+02    1.5084E-05    1.7315E-06    1.2976E+00   -1.2765E+00    3.5522E+00    1.0000E-02
1.9139E+01  6.5719E-02 2.1133E+02    1.5084E-05    1.5209E-06    1.2295E+00   -1.2130E+00    3.6337E+00    1.0000E-02
1.8597E+01  7.1583E-02 2.1165E+02    1.5084E-05    1.3131E-06    1.1636E+00   -1.1548E+00    3.7155E+00    1.0000E-02
1.8062E+01  7.7884E-02 2.1198E+02    1.5084E-05    1.1079E-06    1.1000E+00   -1.1002E+00    3.7993E+00    1.0000E-02
1.7533E+01  8.4646E-02 2.1231E+02    1.5084E-05    9.0541E-07    1.0387E+00   -1.0491E+00    3.8871E+00    1.0000E-02
1.7010E+01  9.1892E-02 2.1266E+02    1.5084E-05    7.0565E-07    9.7997E-01   -1.0019E+00    3.9813E+00    1.0000E-02
1.6494E+01  9.9647E-02 2.1303E+02    1.5084E-05    5.0859E-07    9.2559E-01   -9.6078E-01    4.0848E+00    1.0000E-02
1.5984E+01  1.0794E-01 2.1346E+02    1.5084E-05    4.7147E-07    8.6859E-01   -1.0988E+00    4.2066E+00    1.0000E-02
1.5480E+01  1.1679E-01 2.1397E+02    1.5084E-05    4.4204E-07    8.1875E-01   -8.2993E-01    4.3553E+00    1.0000E-02
1.4981E+01  1.2622E-01 2.1453E+02    1.5084E-05    4.1302E-07    7.7360E-01   -7.3882E-01    4.5240E+00    1.0000E-02
1.4489E+01  1.3627E-01 2.1511E+02    1.5084E-05    3.8442E-07    7.3214E-01   -6.7266E-01    4.7028E+00    1.0000E-02
1.4003E+01  1.4695E-01 2.1569E+02    1.5084E-05    3.5624E-07    6.9373E-01   -6.1529E-01    4.8892E+00    1.0000E-02
1.3522E+01  1.5829E-01 2.1627E+02    1.5084E-05    3.2847E-07    6.5789E-01   -5.6126E-01    5.0810E+00    1.0000E-02
1.3048E+01  1.7032E-01 2.1684E+02    1.5084E-05    3.0112E-07    6.2430E-01   -5.0662E-01    5.2427E+00    1.0000E-02
1.2580E+01  1.8306E-01 2.1739E+02    1.5084E-05    2.7418E-07    5.9273E-01   -4.4864E-01    5.3698E+00    1.0000E-02
1.2118E+01  1.9653E-01 2.1794E+02    1.5328E-05    2.4765E-07    5.6306E-01   -3.8662E-01    5.4970E+00    1.0000E-02
1.1662E+01  2.1076E-01 2.1848E+02    1.6303E-05    2.2155E-07    5.3583E-01   -3.1634E-01    5.6258E+00    1.0000E-02
1.1212E+01  2.2577E-01 2.1903E+02    1.7604E-05    1.9585E-07    5.1197E-01   -2.7938E-01    5.7573E+00    1.0000E-02
1.0768E+01  2.4157E-01 2.1985E+02    1.9671E-05    1.7058E-07    4.9163E-01   -2.2362E-01    5.9600E+00    1.0000E-02
1.0330E+01  2.5820E-01 2.2059E+02    2.1725E-05    1.4572E-07    4.7276E-01   -2.6228E-01    6.1469E+00    1.0000E-02
9.8966E+00  2.7566E-01 2.2242E+02    2.7451E-05    1.2127E-07    4.6130E-01   -2.1561E-01    6.6284E+00    1.0000E-02
9.4682E+00  2.9398E-01 2.2328E+02    3.0690E-05    9.7242E-08    4.4694E-01   -2.6197E-01    6.8655E+00    1.0000E-02
9.0429E+00  3.1317E-01 2.2709E+02    4.8841E-05    7.3628E-08    4.5820E-01   -8.7259E-01    7.9863E+00    1.0000E-02
8.6180E+00  3.3324E-01 2.3100E+02    7.7463E-05    6.8407E-08    4.8202E-01   -1.3944E+00    9.2753E+00    1.0000E-02
8.1936E+00  3.5420E-01 2.3483E+02    1.1996E-04    6.6553E-08    5.1164E-01   -1.8025E+00    1.0684E+01    1.0000E-02
7.7703E+00  3.7606E-01 2.3857E+02    1.8127E-04    6.4732E-08    5.4221E-01   -2.0540E+00    1.2205E+01    1.0000E-02
7.3484E+00  3.9883E-01 2.4219E+02    2.6714E-04    6.2945E-08    5.6859E-01   -2.1587E+00    1.3824E+01    1.0000E-02
6.9285E+00  4.2250E-01 2.4568E+02    3.8389E-04    6.1192E-08    5.8792E-01   -2.1815E+00    1.5529E+01    1.0000E-02
6.5109E+00  4.4708E-01 2.4902E+02    5.3800E-04    5.9473E-08    6.0096E-01   -2.1640E+00    1.7299E+01    1.0000E-02
6.0961E+00  4.7257E-01 2.5220E+02    7.3575E-04    5.7788E-08    6.0917E-01   -2.1099E+00    1.9118E+01    1.0000E-02
5.6847E+00  4.9895E-01 2.5522E+02    9.8286E-04    5.6136E-08    6.1305E-01   -2.0447E+00    2.0968E+01    1.0000E-02
5.2770E+00  5.2622E-01 2.5807E+02    1.2843E-03    5.4518E-08    6.1317E-01   -1.9474E+00    2.2834E+01    1.0000E-02
4.8736E+00  5.5436E-01 2.6076E+02    1.6441E-03    5.2934E-08    6.1016E-01   -1.7876E+00    2.4704E+01    1.0000E-02
4.4748E+00  5.8336E-01 2.6329E+02    2.0655E-03    5.1384E-08    6.0494E-01   -1.5821E+00    2.6565E+01    1.0000E-02
4.0810E+00  6.1320E-01 2.6568E+02    2.5508E-03    4.9868E-08    5.9871E-01   -1.3708E+00    2.8412E+01    1.0000E-02
3.6926E+00  6.4384E-01 2.6793E+02    3.1017E-03    4.8386E-08    5.9214E-01   -1.1879E+00    3.0239E+01    1.0000E-02
3.3100E+00  6.7526E-01 2.7005E+02    3.7193E-03    4.6937E-08    5.8495E-01   -1.0438E+00    3.2041E+01    1.0000E-02
2.9333E+00  7.0743E-01 2.7206E+02    4.4039E-03    4.5522E-08    5.7682E-01   -9.5419E-01    3.3815E+01    1.0000E-02
2.5629E+00  7.4031E-01 2.7407E+02    5.2097E-03    4.4141E-08    5.7023E-01   -9.4092E-01    3.5661E+01    1.0000E-02
2.1988E+00  7.7385E-01 2.7608E+02    6.0493E-03    4.2794E-08    5.5946E-01   -9.6504E-01    3.7588E+01    1.0000E-02
1.8413E+00  8.0802E-01 2.7800E+02    6.8517E-03    4.1481E-08    5.4483E-01   -1.0084E+00    3.9498E+01    1.0000E-02
1.4905E+00  8.4275E-01 2.7985E+02    7.8795E-03    4.0201E-08    5.3947E-01   -1.0964E+00    4.1404E+01    1.0000E-02
1.1467E+00  8.7800E-01 2.8161E+02    8.8809E-03    3.8955E-08    5.3370E-01   -1.1922E+00    4.3283E+01    1.0000E-02
8.1005E-01  9.1371E-01 2.8330E+02    9.8721E-03    3.7744E-08    5.3077E-01   -1.3061E+00    4.5145E+01    1.0000E-02
4.8081E-01  9.4981E-01 2.8492E+02    1.1112E-02    3.6565E-08    5.4008E-01   -1.5048E+00    4.6991E+01    1.0000E-02
1.5913E-01  9.8624E-01 2.8647E+02    1.2298E-02    3.5421E-08    5.5485E-01   -1.6422E+00    4.8808E+01    1.0000E-02
0.0000E+00  1.0047E+00 2.8723E+02    1.2878E-02    3.4858E-08    0.0000E+00    0.0000E+00    4.9715E+01    1.0000E-02
