 1754.0 1770.0  0.5325  3.0616  0.8094
 1770.0 1786.0  0.5348  3.0738  0.8081
 1786.0 1802.0  0.5372  3.0860  0.8068
 1802.0 1818.0  0.5395  3.0982  0.8054
 1818.0 1835.0  0.5419  3.1103  0.8041
 1835.0 1852.0  0.5444  3.1233  0.8027
 1852.0 1869.0  0.5469  3.1362  0.8013
 1869.0 1887.0  0.5494  3.1491  0.7999
 1887.0 1905.0  0.5520  3.1628  0.7985
 1905.0 1923.0  0.5546  3.1765  0.7970
 1923.0 1942.0  0.5573  3.1902  0.7955
 1942.0 1961.0  0.5601  3.2047  0.7939
 1961.0 1980.0  0.5629  3.2192  0.7924
 1980.0 2000.0  0.5649  3.2249  0.7905
 2000.0 2020.0  0.5665  3.2256  0.7885
 2020.0 2041.0  0.5681  3.2262  0.7864
 2041.0 2062.0  0.5698  3.2269  0.7842
 2062.0 2083.0  0.5716  3.2276  0.7820
 2083.0 2105.0  0.5733  3.2283  0.7798
 2105.0 2128.0  0.5751  3.2291  0.7775
 2128.0 2151.0  0.5769  3.2298  0.7751
 2151.0 2174.0  0.5788  3.2306  0.7727
 2174.0 2200.0  0.5807  3.2314  0.7703
 2200.0 2222.0  0.5828  3.2323  0.7675
 2222.0 2247.0  0.5846  3.2330  0.7652
 2247.0 2273.0  0.5866  3.2338  0.7626
 2273.0 2299.0  0.5888  3.2347  0.7599
 2299.0 2326.0  0.5909  3.2356  0.7572
 2326.0 2353.0  0.5931  3.2365  0.7544
 2353.0 2381.0  0.5953  3.2374  0.7515
 2381.0 2410.0  0.5976  3.2383  0.7486
 2410.0 2439.0  0.6006  3.2418  0.7465
 2439.0 2469.0  0.6037  3.2456  0.7445
 2469.0 2500.0  0.6069  3.2496  0.7425
 2500.0 2532.0  0.6102  3.2537  0.7404
 2532.0 2564.0  0.6136  3.2579  0.7382
 2564.0 2597.0  0.6170  3.2621  0.7360
 2597.0 2632.0  0.6205  3.2664  0.7337
 2632.0 2667.0  0.6243  3.2710  0.7313
 2667.0 2703.0  0.6279  3.2353  0.7250
 2703.0 2740.0  0.6316  3.1900  0.7176
 2740.0 2778.0  0.6354  3.1434  0.7100
 2778.0 2817.0  0.6393  3.0956  0.7022
 2817.0 2857.0  0.6434  3.0465  0.6942
 2857.0 2899.0  0.6475  2.9962  0.6860
 2899.0 2941.0  0.6518  2.9433  0.6774
 2941.0 2985.0  0.6562  2.8904  0.6688
 2985.0 3030.0  0.6594  2.8405  0.6620
