 1754.0 1770.0  0.5343  2.2194  0.9230
 1770.0 1786.0  0.5340  2.2207  0.9229
 1786.0 1802.0  0.5338  2.2220  0.9229
 1802.0 1818.0  0.5335  2.2234  0.9228
 1818.0 1835.0  0.5333  2.2247  0.9227
 1835.0 1852.0  0.5330  2.2261  0.9226
 1852.0 1869.0  0.5327  2.2275  0.9226
 1869.0 1887.0  0.5325  2.2289  0.9225
 1887.0 1905.0  0.5322  2.2303  0.9224
 1905.0 1923.0  0.5319  2.2318  0.9223
 1923.0 1942.0  0.5316  2.2333  0.9222
 1942.0 1961.0  0.5313  2.2349  0.9221
 1961.0 1980.0  0.5310  2.2364  0.9220
 1980.0 2000.0  0.5308  2.2379  0.9219
 2000.0 2020.0  0.5305  2.2395  0.9217
 2020.0 2041.0  0.5303  2.2410  0.9215
 2041.0 2062.0  0.5300  2.2426  0.9213
 2062.0 2083.0  0.5298  2.2443  0.9211
 2083.0 2105.0  0.5295  2.2459  0.9209
 2105.0 2128.0  0.5293  2.2476  0.9207
 2128.0 2151.0  0.5290  2.2493  0.9205
 2151.0 2174.0  0.5287  2.2511  0.9203
 2174.0 2200.0  0.5285  2.2529  0.9201
 2200.0 2222.0  0.5282  2.2549  0.9199
 2222.0 2247.0  0.5279  2.2566  0.9197
 2247.0 2273.0  0.5276  2.2585  0.9195
 2273.0 2299.0  0.5273  2.2605  0.9192
 2299.0 2326.0  0.5270  2.2625  0.9190
 2326.0 2353.0  0.5267  2.2646  0.9187
 2353.0 2381.0  0.5264  2.2667  0.9185
 2381.0 2410.0  0.5260  2.2689  0.9182
 2410.0 2439.0  0.5255  2.2712  0.9182
 2439.0 2469.0  0.5250  2.2735  0.9182
 2469.0 2500.0  0.5245  2.2758  0.9182
 2500.0 2532.0  0.5240  2.2783  0.9182
 2532.0 2564.0  0.5234  2.2808  0.9182
 2564.0 2597.0  0.5229  2.2833  0.9182
 2597.0 2632.0  0.5223  2.2860  0.9182
 2632.0 2667.0  0.5217  2.2887  0.9182
 2667.0 2703.0  0.5210  2.2912  0.9183
 2703.0 2740.0  0.5202  2.2936  0.9185
 2740.0 2778.0  0.5193  2.2961  0.9186
 2778.0 2817.0  0.5185  2.2987  0.9188
 2817.0 2857.0  0.5176  2.3013  0.9189
 2857.0 2899.0  0.5167  2.3041  0.9191
 2899.0 2941.0  0.5158  2.3069  0.9193
 2941.0 2985.0  0.5148  2.3098  0.9195
 2985.0 3030.0  0.5143  2.3144  0.9196
 3030.0 3077.0  0.5140  2.3196  0.9196
 3077.0 3125.0  0.5136  2.3251  0.9197
 3125.0 3175.0  0.5133  2.3307  0.9198
 3175.0 3225.0  0.5129  2.3366  0.9199
 3225.0 3275.0  0.5125  2.3425  0.9199
 3275.0 3325.0  0.5120  2.3472  0.9198
 3325.0 3375.0  0.5113  2.3485  0.9192
 3375.0 3425.0  0.5106  2.3497  0.9185
 3425.0 3450.0  0.5098  2.3510  0.9178
 3450.0 3550.0  0.5095  2.3516  0.9175
 3550.0 3650.0  0.5081  2.3537  0.9158
 3650.0 3750.0  0.5081  2.3510  0.9114
 3750.0 3850.0  0.5080  2.3483  0.9070
 3850.0 3950.0  0.5080  2.3456  0.9026
 3950.0 4050.0  0.5096  2.3386  0.8956
 4050.0 4150.0  0.5117  2.3301  0.8878
 4150.0 4250.0  0.5142  2.3207  0.8794
 4250.0 4350.0  0.5188  2.3064  0.8685
 4350.0 4450.0  0.5233  2.2921  0.8576
 4450.0 4550.0  0.5312  2.2919  0.8485
 4550.0 4650.0  0.5509  2.3420  0.8458
 4650.0 4750.0  0.5705  2.3921  0.8432
 4750.0 4850.0  0.5902  2.4422  0.8405
 4850.0 4950.0  0.6098  2.4924  0.8378
 4950.0 5050.0  0.6295  2.5425  0.8351
 5050.0 5150.0  0.6491  2.5926  0.8325
 5150.0 5250.0  0.6688  2.6427  0.8298
 5250.0 5350.0  0.6884  2.6928  0.8271
 5350.0 5450.0  0.7081  2.7429  0.8244
 5450.0 5550.0  0.7277  2.7930  0.8218
 5550.0 5650.0  0.7474  2.8431  0.8191
 5650.0 5750.0  0.7653  2.8779  0.8141
 5750.0 5850.0  0.7736  2.8262  0.7959
 5850.0 5950.0  0.7818  2.7745  0.7776
 5950.0 6050.0  0.7901  2.7227  0.7594
 6050.0 6150.0  0.7983  2.6710  0.7412
 6150.0 6250.0  0.8066  2.6192  0.7230
 6250.0 6350.0  0.8149  2.5675  0.7048
 6350.0 6450.0  0.8231  2.5158  0.6866
 6450.0 6550.0  0.8314  2.4640  0.6684
 6550.0 6650.0  0.8396  2.4123  0.6502
 6650.0 6750.0  0.8479  2.3605  0.6319
 6750.0 6850.0  0.8561  2.3088  0.6137
 6850.0 6950.0  0.8644  2.2571  0.5955
 6950.0 7050.0  0.8710  2.2350  0.5835
 7050.0 7150.0  0.8765  2.2312  0.5753
 7150.0 7250.0  0.8821  2.2273  0.5670
 7250.0 7350.0  0.8877  2.2235  0.5588
 7350.0 7450.0  0.8932  2.2197  0.5505
 7450.0 7550.0  0.8988  2.2158  0.5423
 7550.0 7650.0  0.9044  2.2120  0.5341
 7650.0 7750.0  0.9099  2.2081  0.5258
 7750.0 7850.0  0.9155  2.2043  0.5176
 7850.0 7950.0  0.9211  2.2004  0.5094
 7950.0 8050.0  0.9266  2.1966  0.5011
 8050.0 8150.0  0.9322  2.1928  0.4929
 8150.0 8250.0  0.9378  2.1889  0.4847
 8250.0 8350.0  0.9433  2.1851  0.4764
 8350.0 8450.0  0.9489  2.1812  0.4682
 8450.0 8550.0  0.9545  2.1774  0.4599
