 1754.0 1770.0  0.0420  0.1697  0.0276
 1770.0 1786.0  0.0412  0.1672  0.0271
 1786.0 1802.0  0.0404  0.1648  0.0267
 1802.0 1818.0  0.0396  0.1623  0.0262
 1818.0 1835.0  0.0388  0.1598  0.0258
 1835.0 1852.0  0.0379  0.1571  0.0253
 1852.0 1869.0  0.0371  0.1545  0.0248
 1869.0 1887.0  0.0362  0.1518  0.0243
 1887.0 1905.0  0.0353  0.1490  0.0238
 1905.0 1923.0  0.0344  0.1462  0.0233
 1923.0 1942.0  0.0335  0.1434  0.0228
 1942.0 1961.0  0.0326  0.1405  0.0222
 1961.0 1980.0  0.0316  0.1375  0.0217
 1980.0 2000.0  0.0310  0.1354  0.0213
 2000.0 2020.0  0.0304  0.1338  0.0210
 2020.0 2041.0  0.0299  0.1322  0.0207
 2041.0 2062.0  0.0293  0.1305  0.0203
 2062.0 2083.0  0.0287  0.1287  0.0200
 2083.0 2105.0  0.0281  0.1270  0.0197
 2105.0 2128.0  0.0275  0.1252  0.0193
 2128.0 2151.0  0.0269  0.1234  0.0190
 2151.0 2174.0  0.0263  0.1215  0.0186
 2174.0 2200.0  0.0257  0.1196  0.0182
 2200.0 2222.0  0.0249  0.1175  0.0178
 2222.0 2247.0  0.0243  0.1157  0.0175
 2247.0 2273.0  0.0237  0.1137  0.0171
 2273.0 2299.0  0.0229  0.1115  0.0167
 2299.0 2326.0  0.0222  0.1094  0.0162
 2326.0 2353.0  0.0215  0.1072  0.0158
 2353.0 2381.0  0.0207  0.1050  0.0154
 2381.0 2410.0  0.0200  0.1027  0.0149
 2410.0 2439.0  0.0196  0.1001  0.0146
 2439.0 2469.0  0.0193  0.0973  0.0143
 2469.0 2500.0  0.0189  0.0945  0.0140
 2500.0 2532.0  0.0185  0.0916  0.0137
 2532.0 2564.0  0.0182  0.0886  0.0133
 2564.0 2597.0  0.0178  0.0856  0.0130
 2597.0 2632.0  0.0174  0.0825  0.0126
 2632.0 2667.0  0.0170  0.0792  0.0123
 2667.0 2703.0  0.0166  0.0768  0.0120
 2703.0 2740.0  0.0162  0.0745  0.0117
 2740.0 2778.0  0.0158  0.0722  0.0114
 2778.0 2817.0  0.0154  0.0698  0.0110
 2817.0 2857.0  0.0150  0.0673  0.0107
 2857.0 2899.0  0.0145  0.0648  0.0104
 2899.0 2941.0  0.0141  0.0621  0.0100
 2941.0 2985.0  0.0136  0.0595  0.0097
 2985.0 3030.0  0.0132  0.0575  0.0094
 3030.0 3077.0  0.0128  0.0557  0.0091
 3077.0 3125.0  0.0124  0.0538  0.0089
 3125.0 3175.0  0.0120  0.0519  0.0086
 3175.0 3225.0  0.0116  0.0499  0.0083
 3225.0 3275.0  0.0111  0.0479  0.0080
 3275.0 3325.0  0.0107  0.0460  0.0077
 3325.0 3375.0  0.0105  0.0442  0.0075
 3375.0 3425.0  0.0103  0.0423  0.0073
 3425.0 3450.0  0.0101  0.0405  0.0071
 3450.0 3550.0  0.0100  0.0396  0.0070
 3550.0 3650.0  0.0096  0.0361  0.0066
 3650.0 3750.0  0.0096  0.0332  0.0063
 3750.0 3850.0  0.0096  0.0303  0.0060
 3850.0 3950.0  0.0096  0.0274  0.0057
 3950.0 4050.0  0.0098  0.0249  0.0054
 4050.0 4150.0  0.0101  0.0224  0.0052
 4150.0 4250.0  0.0105  0.0201  0.0050
 4250.0 4350.0  0.0109  0.0181  0.0048
 4350.0 4450.0  0.0113  0.0162  0.0046
 4450.0 4550.0  0.0116  0.0145  0.0044
 4550.0 4650.0  0.0118  0.0137  0.0042
 4650.0 4750.0  0.0120  0.0128  0.0041
 4750.0 4850.0  0.0122  0.0120  0.0039
 4850.0 4950.0  0.0124  0.0111  0.0038
 4950.0 5050.0  0.0126  0.0103  0.0037
 5050.0 5150.0  0.0127  0.0094  0.0035
 5150.0 5250.0  0.0129  0.0086  0.0034
 5250.0 5350.0  0.0131  0.0078  0.0032
 5350.0 5450.0  0.0133  0.0069  0.0031
 5450.0 5550.0  0.0135  0.0061  0.0030
 5550.0 5650.0  0.0136  0.0052  0.0028
 5650.0 5750.0  0.0139  0.0045  0.0027
 5750.0 5850.0  0.0142  0.0042  0.0026
 5850.0 5950.0  0.0146  0.0040  0.0025
 5950.0 6050.0  0.0150  0.0037  0.0025
 6050.0 6150.0  0.0154  0.0035  0.0024
 6150.0 6250.0  0.0157  0.0032  0.0023
 6250.0 6350.0  0.0161  0.0030  0.0023
 6350.0 6450.0  0.0165  0.0027  0.0022
 6450.0 6550.0  0.0169  0.0025  0.0021
 6550.0 6650.0  0.0172  0.0022  0.0020
 6650.0 6750.0  0.0176  0.0020  0.0020
 6750.0 6850.0  0.0180  0.0017  0.0019
 6850.0 6950.0  0.0184  0.0015  0.0018
 6950.0 7050.0  0.0189  0.0014  0.0018
 7050.0 7150.0  0.0196  0.0013  0.0017
 7150.0 7250.0  0.0203  0.0012  0.0017
 7250.0 7350.0  0.0210  0.0012  0.0017
 7350.0 7450.0  0.0216  0.0011  0.0016
 7450.0 7550.0  0.0223  0.0011  0.0016
 7550.0 7650.0  0.0230  0.0010  0.0015
 7650.0 7750.0  0.0237  0.0009  0.0015
 7750.0 7850.0  0.0243  0.0009  0.0015
 7850.0 7950.0  0.0250  0.0008  0.0014
 7950.0 8050.0  0.0257  0.0008  0.0014
 8050.0 8150.0  0.0264  0.0007  0.0014
 8150.0 8250.0  0.0271  0.0006  0.0013
 8250.0 8350.0  0.0277  0.0006  0.0013
 8350.0 8450.0  0.0284  0.0005  0.0012
 8450.0 8550.0  0.0291  0.0005  0.0012
