 1754.0 1770.0  0.5410  2.4335  0.6233
 1770.0 1786.0  0.5399  2.4151  0.6206
 1786.0 1802.0  0.5389  2.3966  0.6179
 1802.0 1818.0  0.5378  2.3782  0.6151
 1818.0 1835.0  0.5367  2.3597  0.6124
 1835.0 1852.0  0.5356  2.3401  0.6095
 1852.0 1869.0  0.5344  2.3205  0.6066
 1869.0 1887.0  0.5333  2.3009  0.6037
 1887.0 1905.0  0.5321  2.2802  0.6006
 1905.0 1923.0  0.5308  2.2594  0.5975
 1923.0 1942.0  0.5296  2.2387  0.5945
 1942.0 1961.0  0.5284  2.2168  0.5912
 1961.0 1980.0  0.5271  2.1949  0.5880
 1980.0 2000.0  0.5257  2.1705  0.5828
 2000.0 2020.0  0.5243  2.1434  0.5761
 2020.0 2041.0  0.5228  2.1162  0.5695
 2041.0 2062.0  0.5213  2.0877  0.5625
 2062.0 2083.0  0.5198  2.0592  0.5555
 2083.0 2105.0  0.5182  2.0307  0.5485
 2105.0 2128.0  0.5166  2.0008  0.5412
 2128.0 2151.0  0.5149  1.9696  0.5335
 2151.0 2174.0  0.5133  1.9383  0.5259
 2174.0 2200.0  0.5116  1.9071  0.5182
 2200.0 2222.0  0.5097  1.8718  0.5096
 2222.0 2247.0  0.5081  1.8419  0.5022
 2247.0 2273.0  0.5063  1.8080  0.4939
 2273.0 2299.0  0.5044  1.7727  0.4853
 2299.0 2326.0  0.5025  1.7374  0.4766
 2326.0 2353.0  0.5005  1.7007  0.4676
 2353.0 2381.0  0.4986  1.6641  0.4586
 2381.0 2410.0  0.4965  1.6261  0.4493
 2410.0 2439.0  0.4970  1.5836  0.4386
 2439.0 2469.0  0.4978  1.5408  0.4278
 2469.0 2500.0  0.4985  1.4966  0.4166
 2500.0 2532.0  0.4994  1.4508  0.4051
 2532.0 2564.0  0.5002  1.4036  0.3931
 2564.0 2597.0  0.5010  1.3564  0.3812
 2597.0 2632.0  0.5019  1.3077  0.3689
 2632.0 2667.0  0.5028  1.2561  0.3558
 2667.0 2703.0  0.5020  1.2126  0.3453
 2703.0 2740.0  0.5007  1.1696  0.3349
 2740.0 2778.0  0.4995  1.1254  0.3243
 2778.0 2817.0  0.4981  1.0800  0.3133
 2817.0 2857.0  0.4968  1.0334  0.3021
 2857.0 2899.0  0.4954  0.9857  0.2906
 2899.0 2941.0  0.4939  0.9355  0.2785
 2941.0 2985.0  0.4925  0.8853  0.2665
 2985.0 3030.0  0.4893  0.8461  0.2571
 3030.0 3077.0  0.4855  0.8105  0.2486
 3077.0 3125.0  0.4815  0.7732  0.2398
