
Int #22
 T=112K
  1.00000E-03  2.13109E-06  1.56640E-05  6.35628E-05  2.56081E-04  1.74714E-03  1.15995E-01
  1.00000E-02  2.12037E-05  1.53220E-04  6.26566E-04  2.61822E-03  1.66190E-02  3.88047E-01
  1.00000E-01  2.13560E-04  1.52510E-03  6.28521E-03  2.40511E-02  1.21811E-01  1.09847E+00
  1.00000E+00  1.97295E-03  1.00504E-02  3.51019E-02  1.01795E-01  2.65409E-01  8.95498E-01
 T=188K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  3.59640E-06  1.37654E-05  4.43530E-05  1.69849E-04  1.00047E-03  3.20757E+00
  1.00000E-03  3.45966E-05  1.35443E-04  4.51058E-04  1.66828E-03  1.02138E-02  3.70828E+00
  1.00000E-02  3.54064E-04  1.36454E-03  4.43749E-03  1.65624E-02  1.02848E-01  5.85815E+00
  1.00000E-01  3.53584E-03  1.34318E-02  4.33872E-02  1.63148E-01  7.86035E-01  7.53325E+00
  1.00000E+00  3.41544E-02  1.16673E-01  2.94320E-01  7.29261E-01  1.83087E+00  5.48528E+00
 T=295K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  7.10326E-06  2.50746E-05  8.16853E-05  3.43401E-04  2.90566E-03  1.68404E+01
  1.00000E-03  7.06900E-05  2.50746E-04  8.47742E-04  3.69936E-03  2.49184E-02  1.63716E+01
  1.00000E-02  7.04619E-04  2.53089E-03  8.64184E-03  3.64302E-02  2.54095E-01  2.03351E+01
  1.00000E-01  6.92941E-03  2.49924E-02  8.60112E-02  3.60797E-01  2.02429E+00  1.84042E+01
  1.00000E+00  6.99569E-02  2.32194E-01  6.61217E-01  1.84241E+00  5.21854E+00  1.79703E+01

Int #34
 T=112K
  Pressure     K1           K2           K3           K4           K5           K6
  1.00000E-04  8.51968E-07  3.43882E-06  1.46212E-05  2.64925E-04  1.51308E-01  2.16239E+02
  1.00000E-03  8.42863E-06  3.44406E-05  1.46525E-04  2.43935E-03  1.08149E+00  4.66357E+02
  1.00000E-02  8.40254E-05  3.45988E-04  1.42728E-03  2.32138E-02  5.92498E+00  1.14242E+03
  1.00000E-01  8.19092E-04  3.38880E-03  1.30247E-02  1.27032E-01  4.26585E+01  2.84009E+03
  1.00000E+00  6.22721E-03  1.77487E-02  5.05889E-02  1.56095E-01  1.04630E+02  3.19661E+03
 T=188K
