 
 P =             1  mbar      T =          150  K
 int#     k1          k2          k3          k4          k5          k6
43    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
44    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
45    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
46    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
47    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
48    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
49    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
50    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
51    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
52    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
53    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
54    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
55    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 
 P =         10000  mbar      T =          150  K
 int#     k1          k2          k3          k4          k5          k6
 1    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 3    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 4    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 5    1.62562E-28 2.24310E-28 2.42697E-28 4.58259E-28 1.16798E-27 4.20543E-27
 6    3.95941E-27 6.53982E-27 1.75103E-26 2.81744E-26 7.27076E-26 2.06567E-25
 7    2.06018E-27 4.52685E-27 1.22990E-26 2.47478E-26 6.21342E-26 1.98767E-25
 8    1.37288E-28 2.07664E-28 2.88394E-28 3.99495E-28 9.43706E-28 3.00652E-27
 9    4.58387E-29 8.41058E-29 1.25793E-28 1.72268E-28 2.58346E-28 4.53100E-28
10    1.61086E-29 2.00109E-29 4.11143E-29 6.99023E-29 1.17386E-28 1.81709E-28
11    1.03517E-30 1.74364E-30 4.27558E-30 6.88839E-30 1.39929E-29 4.05270E-29
12    1.11756E-32 2.61124E-32 5.58338E-32 1.29400E-31 3.69598E-31 1.02779E-30
13    4.77334E-33 6.81194E-33 1.10849E-32 3.28988E-32 7.58841E-32 1.97675E-31
14    5.73576E-34 1.17227E-33 2.68989E-33 5.12725E-33 1.20238E-32 2.31224E-32
15    1.11771E-37 4.58181E-37 4.05371E-36 1.86253E-34 5.82647E-34 2.15003E-33
16    8.53259E-33 2.74566E-32 1.63052E-31 2.33754E-30 1.05681E-29 2.90025E-29
17    2.54756E-29 4.71838E-29 9.39622E-29 2.42425E-28 5.35925E-28 9.88505E-28
18    1.20869E-27 2.45749E-27 7.92287E-27 3.10741E-26 9.43526E-26 1.92129E-25
19    2.07678E-25 3.73424E-25 6.71002E-25 1.26924E-24 2.18297E-24 3.45602E-24
20    3.66291E-24 6.93843E-24 1.18247E-23 1.94957E-23 2.66132E-23 4.07320E-23
21    4.07531E-23 9.15939E-23 5.04594E-22 4.38061E-21 1.95713E-20 3.51930E-20
22    1.86276E-20 2.66213E-20 3.67620E-20 4.93668E-20 7.68337E-20 2.09318E-19
23    3.10622E-23 4.37757E-23 7.06750E-23 1.92374E-22 1.89977E-21 1.68758E-20
24    9.68311E-24 2.10768E-23 6.99361E-23 1.34085E-22 2.82887E-22 1.02571E-21
25    1.39203E-23 2.31335E-23 3.69657E-23 6.15735E-23 1.07380E-22 2.17865E-22
26    2.21347E-26 3.61786E-26 1.85619E-25 1.12612E-24 5.70594E-24 2.35911E-23
27    2.75618E-27 4.19871E-27 8.16412E-27 1.40763E-26 2.38075E-26 3.49710E-26
28    1.25188E-29 4.22110E-29 1.55233E-28 6.62371E-28 1.62163E-27 4.70585E-27
29    1.51663E-31 3.88009E-31 2.21492E-30 8.96657E-30 2.65003E-29 1.55671E-28
30    3.20763E-28 5.01863E-27 1.15487E-25 8.14772E-25 1.93622E-24 5.79102E-24
31    3.48677E-25 6.93760E-25 1.09012E-24 1.89298E-24 3.51855E-24 7.77553E-24
32    8.03840E-25 3.24364E-24 8.61615E-24 1.71006E-23 4.13254E-23 1.25489E-22
33    3.54432E-23 1.21984E-22 2.04827E-22 3.14197E-22 5.37783E-22 1.94205E-21
34    7.74407E-22 1.62995E-21 3.64956E-21 1.80316E-20 5.10783E-20 1.78900E-19
35    0.00000E+00 0.00000E+00 4.76517E-29 1.74075E-24 5.80977E-22 2.42869E-20
36    0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 1.50493E-25 2.11615E-24
37    6.32947E-24 1.53822E-23 2.51978E-23 5.18572E-23 1.46852E-22 4.39211E-22
38    2.18914E-23 1.12082E-22 4.34903E-22 1.50434E-21 2.89056E-21 5.28973E-21
39    2.33416E-30 5.42988E-29 3.44239E-27 3.54604E-25 1.02767E-22 5.72416E-22
40    0.00000E+00 0.00000E+00 0.00000E+00 8.16203E-31 8.90688E-26 5.76085E-25
41    0.00000E+00 4.10215E-26 3.37712E-23 8.86128E-23 1.79344E-22 3.49965E-22
