
Carbonyl Sulfide (OCS) dissociation cross-sections
Andrew Lincowski
Virtual Planetary Laboratory
University of Washington
Updated 3/7/2018
======================================
1176.5  1.6749e-17
1177.9  1.9568e-17
1179.2  1.3387e-17
1180.6  1.5365e-17
1182.0  2.1477e-17
1183.4  1.9216e-17
1184.8  1.3970e-17
1186.2  1.4866e-17
1187.6  2.4963e-17
1189.1  1.9481e-17
1190.5  2.4354e-17
1191.9  2.4804e-17
1193.3  2.4186e-17
1194.7  1.7188e-17
1196.2  1.9957e-17
1197.6  2.9238e-17
1199.0  3.2711e-17
1200.5  3.2453e-17
1201.9  3.8056e-17
1203.4  3.2972e-17
1204.8  2.3811e-17
1206.3  2.4590e-17
1207.7  1.8513e-17
1209.2  2.0131e-17
1210.7  3.0929e-17
1212.1  1.9355e-17
1213.6  1.1346e-17
1215.1  6.6953e-18
1216.5  1.0713e-17
1218.0  9.4543e-18
1219.5  7.8563e-18
1221.0  1.8910e-17
1222.5  1.1345e-17
1224.0  7.1813e-18
1225.5  5.8796e-18
1227.0  1.7773e-17
1228.5  4.9926e-18
1230.0  4.6780e-18
1231.5  2.2182e-17
1233.0  1.3093e-17
1234.6  6.1323e-18
1236.1  4.4765e-18
1237.6  2.2793e-17
1239.2  8.1246e-18
1240.7  7.0288e-18
1242.2  6.9206e-18
1243.8  4.0261e-18
1245.3  4.0145e-18
1246.9  5.7082e-18
1248.4  5.9701e-18
1250.0  7.9766e-18
1251.6  1.5160e-17
1253.1  9.6606e-18
1254.7  1.0908e-17
1256.3  5.7653e-18
1257.9  1.1789e-17
1259.4  7.4567e-18
1261.0  1.0107e-17
1262.6  3.9053e-17
1264.2  1.0909e-17
1265.8  4.7992e-18
1267.4  6.8913e-18
1269.0  2.3390e-17
1270.6  2.7566e-17
1272.3  1.2936e-17
1273.9  1.3109e-17
1275.5  1.1896e-17
1277.1  7.6533e-18
1278.8  1.4379e-17
1280.4  3.4247e-17
1282.1  8.8722e-17
1283.7  4.3086e-17
1285.3  1.9946e-17
1287.0  1.7948e-17
1288.7  7.8950e-18
1290.3  2.3130e-17
1292.0  2.8459e-17
1293.7  1.2249e-16
1295.3  1.1421e-16
1297.0  2.7718e-17
1298.7  1.7224e-17
1300.4  9.8122e-18
1302.1  1.9974e-17
1303.8  9.1183e-18
1305.5  5.5027e-18
1307.2  1.0871e-17
1308.9  2.7955e-17
1310.6  2.3164e-17
1312.3  1.0021e-17
1314.1  5.5122e-18
1315.8  5.3979e-18
1317.5  5.8384e-18
1319.3  9.0981e-18
1321.0  1.3891e-17
1322.8  2.3238e-17
1324.5  1.6583e-17
1326.3  7.1707e-18
1328.0  5.9081e-18
1329.8  6.2221e-18
1331.6  1.2162e-17
1333.3  2.5348e-17
1335.1  3.1464e-17
1336.9  2.3090e-17
1338.7  7.1598e-18
1340.5  6.6035e-18
1342.3  8.3268e-18
1344.1  1.1953e-17
1345.9  2.0750e-17
1347.7  5.4676e-17
1349.5  2.7328e-17
1351.4  8.4429e-18
1353.2  8.5346e-18
1355.0  1.1818e-17
1356.9  1.1370e-17
