3.325E+06  3.34E+03  4.46E-11  2.97E-09  9.46E-07  3.30E-04
3.375E+06  3.05E+03  5.44E-11  2.47E-09  9.21E-07  3.30E-04
3.425E+06  2.78E+03  6.45E-11  2.14E-09  8.94E-07  3.30E-04
3.475E+06  2.53E+03  7.32E-11  1.96E-09  8.67E-07  3.30E-04
3.525E+06  2.31E+03  7.87E-11  1.93E-09  8.38E-07  3.30E-04
3.575E+06  2.11E+03  7.96E-11  2.06E-09  8.08E-07  3.30E-04
3.625E+06  1.92E+03  7.61E-11  2.34E-09  7.78E-07  3.30E-04
3.675E+06  1.75E+03  6.96E-11  2.79E-09  7.46E-07  3.30E-04
3.725E+06  1.60E+03  6.19E-11  3.43E-09  7.13E-07  3.30E-04
3.775E+06  1.46E+03  5.45E-11  4.27E-09  6.79E-07  3.30E-04
3.825E+06  1.33E+03  4.82E-11  5.34E-09  6.44E-07  3.30E-04
3.875E+06  1.21E+03  4.35E-11  6.63E-09  6.08E-07  3.30E-04
3.925E+06  1.11E+03  4.02E-11  8.10E-09  5.71E-07  3.30E-04
3.975E+06  1.01E+03  3.83E-11  9.74E-09  5.33E-07  3.30E-04
4.025E+06  9.21E+02  3.77E-11  1.15E-08  4.95E-07  3.30E-04
4.075E+06  8.40E+02  3.84E-11  1.33E-08  4.57E-07  3.30E-04
4.125E+06  7.67E+02  4.01E-11  1.50E-08  4.18E-07  3.30E-04
4.175E+06  6.99E+02  4.30E-11  1.67E-08  3.81E-07  3.30E-04
4.225E+06  6.38E+02  4.71E-11  1.81E-08  3.44E-07  3.30E-04
4.275E+06  5.82E+02  5.24E-11  1.92E-08  3.08E-07  3.30E-04
4.325E+06  5.31E+02  5.92E-11  2.00E-08  2.75E-07  3.30E-04
4.375E+06  4.84E+02  6.75E-11  2.05E-08  2.44E-07  3.30E-04
4.425E+06  4.42E+02  7.76E-11  2.06E-08  2.15E-07  3.30E-04
4.475E+06  4.03E+02  8.98E-11  2.04E-08  1.88E-07  3.30E-04
4.525E+06  3.68E+02  1.05E-10  1.99E-08  1.63E-07  3.30E-04
4.575E+06  3.36E+02  1.22E-10  1.92E-08  1.41E-07  3.30E-04
4.625E+06  3.06E+02  1.43E-10  1.82E-08  1.21E-07  3.30E-04
4.675E+06  2.79E+02  1.67E-10  1.71E-08  1.04E-07  3.30E-04
4.725E+06  2.55E+02  1.97E-10  1.59E-08  8.84E-08  3.30E-04
4.775E+06  2.33E+02  2.36E-10  1.45E-08  7.51E-08  3.30E-04
4.825E+06  2.12E+02  2.92E-10  1.30E-08  6.35E-08  3.30E-04
4.875E+06  1.94E+02  3.73E-10  1.15E-08  5.35E-08  3.30E-04
4.925E+06  1.77E+02  4.85E-10  1.00E-08  4.50E-08  3.30E-04
4.975E+06  1.61E+02  6.26E-10  8.59E-09  3.77E-08  3.30E-04
5.025E+06  1.47E+02  7.90E-10  7.28E-09  3.16E-08  3.30E-04
5.075E+06  1.34E+02  9.69E-10  6.12E-09  2.64E-08  3.30E-04
5.125E+06  1.22E+02  1.15E-09  5.10E-09  2.21E-08  3.30E-04
5.175E+06  1.12E+02  1.33E-09  4.23E-09  1.84E-08  3.30E-04
5.225E+06  1.02E+02  1.51E-09  3.49E-09  1.53E-08  3.30E-04
5.275E+06  9.30E+01  1.67E-09  2.86E-09  1.27E-08  3.30E-04
5.325E+06  8.49E+01  1.81E-09  2.34E-09  1.06E-08  3.30E-04
5.375E+06  7.75E+01  1.93E-09  1.92E-09  8.81E-09  3.30E-04
5.425E+06  7.07E+01  2.03E-09  1.56E-09  7.34E-09  3.30E-04
