"WL.um."	"FLUX.W.m2.um."
7.98	2.75444237864648
8.02	2.7019768095294
8.06	2.64951124041232
8.1	2.59179911438354
8.14	2.54720338063403
8.18	2.49998436842866
8.22	2.45538863467914
8.26	2.41079290092963
8.3	2.37144372409182
8.34	2.32684799034231
8.38	2.2874988135045
8.42	2.24814963666669
8.46	2.20880045982889
8.5	2.16945128299108
8.54	2.13272538460913
8.58	2.09599948622717
8.62	2.05927358784522
8.66	2.02517096791912
8.7	1.99106834799302
8.74	1.95696572806692
8.78	1.92548638659668
8.82	1.89138376667058
8.86	1.85990442520033
8.9	1.83104836218594
8.94	1.79956902071570
8.98	1.77071295770131
9.02	1.74185689468691
9.06	1.71300083167252
9.1	1.68414476865813
9.14	1.65791198409959
9.18	1.63167919954105
9.22	1.60544641498252
9.26	1.57659035196813
9.3	1.55298084586544
9.34	1.52937133976276
9.38	1.50313855520422
9.42	1.48215232755739
9.46	1.45854282145470
9.5	1.43493331535202
9.54	1.41394708770519
9.58	1.39033758160251
9.62	1.36935135395568
9.66	1.34836512630885
9.7	1.32737889866202
9.74	1.30639267101519
9.78	1.28540644336835
9.82	1.26704349417738
9.86	1.24868054498640
9.9	1.23031759579543
9.94	1.21195464660445
9.98	1.19359169741347
10.02	1.17522874822250
20	0.0836825827417358
40	0.00556135032641003
60	0.00111751662219371
80	0.000356765869996115
100	0.000147165921373397
120	7.1353173999223e-05
140	3.85621933010507e-05
160	2.26651258585767e-05
