"WL.um."	"FLUX.w.m2.um."
0.159	1.08867418685151
0.159	1.18963993805145
0.159	1.10184363266020
0.16	1.84811222848583
0.16	1.72080758566852
0.16	1.13257233954714
0.16	0.750658411095195
0.16	1.76031592309458
0.16	1.05355566469501
0.161	1.36084273356439
0.161	2.77436325036353
0.161	1.05794547996457
0.161	0.921861206608134
0.161	0.504828755999692
0.161	1.13696215481670
0.162	1.54960479015558
0.162	0.719929704208257
0.162	-0.070676025839957
0.162	0.447761157495379
0.162	0.763827856903882
0.162	0.838454716486445
0.163	0.816505640138633
0.163	0.401668097164973
0.163	0.487269494921442
0.163	1.11501307846889
0.163	1.42668996260783
0.163	2.04565391561614
0.164	2.05882336142483
0.164	3.65232630427603
0.164	7.98946379060383
0.164	12.9499550452095
0.164	13.1694458086876
0.164	8.38454716486445
0.165	4.09130783123229
0.165	2.33977153867683
0.165	0.943810282955946
0.165	0.79455656379082
0.165	0.908691760799446
0.165	2.08077243777264
0.166	4.12642635338879
0.166	7.02370443130007
0.166	7.0676025839957
0.166	5.83845430851818
0.166	4.31079859471042
0.166	3.7269531638586
0.167	2.9060577084504
0.167	1.39157144045133
0.167	1.52765571380776
0.167	1.56277423596426
0.167	1.28182605871226
0.167	1.61545201919902
0.168	0.877963053912508
0.168	0.312554847192853
0.168	0.746268595825632
0.168	0.218173818897258
0.168	-0.0908691760799446
0.168	0.0341088646445009
0.169	0.356891981415435
0.169	0.319139570097197
0.169	0.443371342225817
0.169	0.877963053912508
0.169	1.07989455631239
0.169	1.01843714253851
0.17	1.23792790601664
0.17	0.75943804163432
0.17	1.25109735182532
0.17	0.79455656379082
0.17	0.768217672173445
0.17	0.676031551512631
0.171	0.838454716486445
0.171	0.452150972764942
0.171	0.234855116921596
0.171	0.544337093425755
0.171	1.02282695780807
0.171	0.420105321297135
0.172	0.557506539234443
0.172	1.10623344792976
0.172	1.03599640361676
0.172	0.891132499721196
0.172	0.460930603304067
0.172	0.55311672396488
0.173	0.825285270677758
0.173	0.438542545429298
0.173	0.509218571269255
0.173	1.08867418685151
0.173	1.10184363266020
0.173	1.24670753655576
0.174	1.11062326319932
0.174	0.96575935930376
0.174	0.860403792834258
0.174	0.684811182051757
0.174	0.636523214086569
0.174	0.212467059046827
0.175	0.913081576069009
0.175	1.81299370632933
0.175	1.78665481471195
0.175	1.91834927279883
0.175	1.80421407579020
0.175	1.36084273356439
0.176	0.961369544034197
0.176	0.816505640138633
0.176	0.781387117982132
0.176	0.487269494921442
0.176	0.452150972764942
0.176	0.387181706775416
0.177	0.676031551512631
0.177	0.834064901216883
0.177	0.242756784406809
0.177	0.513608386538817
0.177	0.363476704319778
0.177	0.456540788034504
0.178	0.53555746288663
0.178	0.491659310191005
0.178	0.383669854559766
0.178	0.299385401384165
0.178	0.452150972764942
0.178	0.355575036834566
0.179	0.816505640138633
0.179	0.70676025839957
0.179	0.209394188358133
0.179	0.143546959314695
0.179	-0.115891123116451
0.179	-0.179104462998152
0.18	0.227831412490296
0.18	0.341088646445009
0.18	0.383669854559766
0.18	0.447761157495379
0.18	0.750658411095195
0.18	0.996488066190697
0.181	2.17734837370302
0.181	3.7269531638586
0.181	3.48551332403266
0.181	3.36259849648491
0.181	3.21773459258934
0.181	4.27568007255392
0.182	6.10184322469193
0.182	6.62862105703944
0.182	5.04828755999692
0.182	2.64266879227665
0.182	1.29938531979051
0.182	1.00087788146026
0.183	0.423617173512785
0.183	0.456540788034504
0.183	0.427568007255392
0.183	0.274802435874615
0.183	0.544337093425755
0.183	0.420105321297135
0.184	0.0851624162295133
0.184	0.24846354425724
0.184	0.364793648900647
0.184	0.37620716860151
0.184	0.29762947527634
0.185	0.491659310191005
0.185	0.618963953008318
0.185	0.614574137738756
0.185	0.575065800312693
0.185	0.601404691930068
0.185	0.676031551512631
0.186	1.13696215481670
0.186	1.22914827547751
0.186	1.08867418685151
0.186	0.939420467686384
0.186	0.798946379060383
0.186	0.557506539234443
0.187	0.693590812590882
0.187	0.431079859471042
0.187	0.623353768277881
0.187	0.623353768277881
0.187	0.684811182051757
0.187	0.618963953008318
0.188	0.491659310191005
0.188	0.329675126744147
0.188	0.186567148956408
0.188	0.114574178535582
0.188	0.305531142761553
0.188	0.526777832347505
0.189	0.405618930907579
0.189	0.438542545429298
0.189	0.233099190813771
0.189	0.557506539234443
0.189	1.03599640361676
0.189	1.21158901439926
0.19	1.49253719165126
0.19	1.51448626799908
0.19	1.4179103320687
0.19	1.07989455631239
0.19	0.974538989842884
0.19	0.926251021877696
0.191	0.601404691930068
0.191	0.614574137738756
0.191	0.51799820180838
0.191	0.711150073669132
0.191	1.07989455631239
0.191	1.07989455631239
0.192	1.07111492577326
0.192	0.873573238642946
0.192	0.711150073669132
0.192	0.645302844625694
0.192	0.513608386538817
0.192	0.409130783123229
0.193	0.53555746288663
0.193	0.715539888938694
0.193	0.94820009822551
0.193	1.04477603415588
0.193	1.28182605871226
0.193	1.19402975332101
0.194	0.952589913495072
0.194	0.891132499721196
0.194	0.557506539234443
0.194	0.50043894073013
0.194	0.405618930907579
0.194	0.478489864382317
0.195	0.452150972764942
0.195	0.53555746288663
0.195	0.51799820180838
0.195	0.618963953008318
0.195	0.618963953008318
0.195	0.733099150016944
0.196	0.82967508594732
0.196	0.820895455408195
0.196	0.94820009822551
0.196	0.842844531756008
0.196	0.882352869182071
0.196	0.939420467686384
0.197	0.978928805112447
0.197	0.851624162295133
0.197	0.689200997321319
0.197	0.807726009599508
0.197	0.877963053912508
0.197	0.877963053912508
0.198	1.08867418685151
0.198	1.01404732726895
0.198	0.772607487443007
0.199	1.00526769672982
0.199	1.75153629255545
0.199	1.66812980243377
0.199	1.64179091081639
0.2	2.49780488838109
0.2	2.94995586114603
0.2	2.58560119377234
0.2	2.37050024556377
0.201	1.65935017189464
0.201	2.02809465453789
0.201	2.16417892789433
0.201	2.13784003627696
0.202	2.53731322580715
0.202	3.05092161234597
0.202	1.95785761022489
0.203	1.64618072608595
0.203	1.80860389105977
0.203	1.29060568925139
0.203	1.02721677307763
0.204	1.12379270900801
0.204	1.21597882966882
0.204	0.438542545429298
0.204	0.55311672396488
0.205	0.557506539234443
0.205	1.29499550452095
0.205	1.84372241321627
0.205	1.75592610782502
0.206	1.35645291829483
0.206	1.36523254883395
0.206	0.0205443354615527
0.207	-0.86479360810382
0.207	-0.00539947278156193
0.207	1.14574178535582
0.207	1.40913070152958
0.208	1.74714647728589
0.208	1.88323075064233
0.208	1.29060568925139
0.208	0.460930603304067
0.209	0.649692659895256
0.209	0.711150073669132
0.209	0.214661966681608
0.209	0.276997343509396
0.21	0.531167647617067
0.21	0.592625061390943
0.21	0.838454716486445
0.211	1.68568906351202
0.211	1.84811222848583
0.211	1.49692700692083
0.211	1.04916584942545
0.212	1.28182605871226
0.212	1.09745381739064
0.212	1.53643534434689
0.212	1.27304642817314
0.213	0.926251021877696
0.213	0.377524113182379
0.213	-0.176470573836414
0.213	-0.513608386538817
0.214	0.226075486382471
0.214	0.873573238642946
0.214	1.23353809074707
0.215	2.08955206831177
0.215	1.83494278267714
0.215	0.658472290434381
0.215	0.803336194329945
0.216	1.39596125572089
0.216	1.16769086170364
0.216	0.970149174573322
0.216	1.93151871860752
0.217	1.49253719165126
0.217	0.904301945529884
0.217	0.285337992521565
0.217	0.403863004799754
0.218	0.597014876660506
0.218	0.39727828189541
0.218	0.0636523214086569
0.219	0.00153643534434689
0.219	-0.0104477603415588
0.219	-0.460930603304067
0.219	-0.719929704208257
0.22	0.102282695780807
0.22	0.575065800312693
0.22	0.645302844625694
0.22	1.06233529523413
0.221	1.68129924824245
0.221	1.82177333686845
0.221	1.86128167429452
0.221	2.13345022100740
0.222	2.24319560274646
0.222	3.00263364438078
0.222	2.35733079975508
0.223	2.22563634166821
0.223	2.11150114465958
0.223	1.81738352159889
0.223	1.16330104643407
0.224	1.11940289373845
0.224	0.798946379060383
0.224	1.10184363266020
0.224	1.20280938386014
0.225	1.39157144045133
0.225	1.93151871860752
0.225	3.07287068869378
0.225	3.16944662462415
0.226	2.85776974048521
0.226	2.70851602132009
0.226	2.65144842281578
0.227	2.96312530695472
0.227	2.89727807791128
0.227	3.46356424768484
0.227	3.12554847192853
0.228	2.88410863210259
0.228	1.95785761022489
0.228	2.22563634166821
0.228	1.87445112010321
0.229	2.49341507311152
0.229	2.42756784406809
0.229	2.71290583658965
0.229	2.6251095311984
0.23	3.14749754827634
0.23	3.51624203091960
0.23	3.47673369349353
0.231	3.88498651356285
0.231	3.50307258511091
0.231	3.17822625516328
0.231	2.60755027012015
0.232	2.99385401384165
0.232	2.51536414945934
0.232	3.12993828719809
0.232	3.42844572552834
0.233	3.93327448152804
0.233	4.47761157495379
0.233	5.13608386538817
0.233	5.7067598504313
0.234	6.62862105703944
0.234	7.4187878055607
0.234	8.1211582486907
0.235	8.42844531756008
0.235	8.16505640138633
0.235	7.63827856903882
0.235	7.11150073669132
0.236	6.93590812590882
0.236	7.0676025839957
0.236	7.37488965286507
0.236	7.28709334747382
0.237	7.11150073669132
0.237	6.89200997321319
0.237	6.76031551512631
0.238	6.97980627860444
0.238	8.82352869182071
0.238	10.1843714253851
0.238	10.2282695780807
0.239	10.3160658834720
0.239	10.0526769672982
0.239	8.73573238642946
0.239	8.1211582486907
0.24	7.72607487443007
0.24	7.90166748521257
0.24	8.38454716486445
0.24	8.51624162295133
0.241	8.34064901216883
0.241	8.34064901216883
0.241	7.46268595825632
0.242	5.83845430851818
0.242	4.60930603304067
0.242	3.63476704319778
0.242	3.06848087342422
0.243	2.84899010994609
0.243	3.06848087342422
0.243	3.44600498660660
0.243	3.76646150128466
0.244	3.73134297912816
0.244	3.79280039290204
0.244	3.88937632883241
0.244	3.65232630427603
0.245	3.44600498660660
0.245	3.44161517133703
0.245	3.42844572552834
0.246	3.48112350876310
0.246	3.58208925996303
0.246	3.39332720337184
0.246	3.49868276984135
0.247	3.55575036834566
0.247	3.60403833631085
0.247	3.92888466625847
0.247	4.96049125460567
0.248	5.48726908695318
0.248	6.14574137738756
0.248	6.40913029356131
0.248	6.40913029356131
0.249	5.92625061390943
0.249	5.79455615582255
0.249	5.26777832347505
0.25	5.04828755999692
0.25	4.69710233843192
0.25	4.47761157495379
0.25	4.31079859471042
0.251	4.56540788034504
0.251	4.87269494921442
0.251	5.1799820180838
0.251	5.26777832347505
0.252	5.04828755999692
0.252	4.96049125460567
0.252	4.78489864382317
0.252	4.74100049112754
0.253	4.65320418573629
0.253	4.69710233843192
0.253	4.87269494921442
0.254	5.13608386538817
0.254	5.31167647617067
0.254	5.39947278156193
0.254	5.57506539234443
0.255	5.09218571269255
0.255	4.52150972764942
0.255	3.91132540518022
0.255	3.64793648900647
0.256	3.38015775756316
0.256	3.64354667373691
0.256	3.94644392733672
0.256	4.06496893961491
0.257	3.99473189530191
0.257	3.99473189530191
0.257	3.89815595937154
0.258	3.77963094709335
0.258	4.21422265878004
0.258	5.22388017077942
0.258	5.88235246121381
0.259	5.97014876660506
0.259	6.36523214086568
0.259	6.76031551512631
0.259	8.07726009599508
0.26	9.21861206608134
0.26	9.8331862038201
0.26	10.4916584942545
0.26	11.3696215481670
0.261	11.1501307846889
0.261	11.4135197008626
0.261	12.5109735182532
0.262	13.3011402667745
0.262	13.6084273356439
0.262	14.0474088626001
0.262	15.2326589853820
0.263	16.0228257339033
0.263	15.5838442069470
0.263	13.6084273356439
0.263	10.8867418685151
0.264	7.5943804163432
0.264	4.65320418573629
0.264	2.82265121832871
0.264	2.61194008538971
0.265	2.6953465755114
0.265	2.45390673568546
0.265	2.29148357071165
0.266	2.34855116921596
0.266	2.36611043029421
0.266	2.56804193269409
0.266	2.88410863210259
0.267	3.12115865665897
0.267	3.19139570097197
0.267	3.24407348420672
0.267	2.93239660006778
0.268	2.65144842281578
0.268	2.4143983982594
0.268	2.47146599676371
0.268	2.35294098448552
0.269	2.48024562730284
0.269	2.62071971592884
0.269	2.77875306563309
0.27	2.63827897700709
0.27	2.64266879227665
0.27	2.59877063958102
0.27	2.6602280533549
0.271	2.85337992521565
0.271	3.23529385366759
0.271	3.6215975973891
0.271	3.8323087303281
0.272	3.95961337314541
0.272	4.16593469081485
0.272	4.38981526956254
0.272	4.69710233843192
0.273	5.3555746288663
0.273	5.88235246121381
0.273	6.54082475164819
0.274	7.02370443130007
0.274	7.46268595825632
0.274	7.7699730271257
0.274	8.60403792834258
0.275	8.86742684451633
0.275	8.86742684451633
0.275	8.82352869182071
0.275	8.69183423373383
0.276	7.68217672173445
0.276	6.67251920973506
0.276	6.05794507199631
0.276	5.3555746288663
0.277	4.65320418573629
0.277	4.33274767105823
0.277	4.1132569075801
0.278	3.95083374260629
0.278	3.75768187074554
0.278	3.8323087303281
0.278	4.38981526956254
0.279	5.97014876660506
0.279	10.9745381739064
0.279	20.3248446980746
0.279	32.1773459258934
0.28	38.9815595937154
0.28	47.4100049112755
0.28	47.4100049112755
0.28	38.674272524846
0.281	26.6900768389403
0.281	19.2273908806839
0.281	9.30640837147259
0.282	4.31957822524954
0.282	3.40210683391097
0.282	3.29236145217191
0.282	3.33186978959797
0.283	3.48112350876310
0.283	3.41527627971966
0.283	3.49868276984135
0.283	3.58208925996303
0.284	3.59525870577172
0.284	3.85425780667591
0.284	4.18788376716266
0.284	4.52150972764942
0.285	5.5311672396488
0.285	6.45302844625694
0.285	6.54082475164819
0.286	6.40913029356131
0.286	6.05794507199631
0.286	5.13608386538817
0.286	4.31079859471042
0.287	4.12203653811923
0.287	4.04740967853666
0.287	4.09130783123229
0.287	4.31079859471042
0.288	4.56540788034504
0.288	4.78489864382317
0.288	4.69710233843192
0.288	4.56540788034504
0.289	4.19666339770179
0.289	3.7620716860151
0.289	3.38015775756316
0.29	3.35381886594578
0.29	3.33625960486753
0.29	3.37137812702403
0.29	3.33186978959797
0.291	3.49429295457178
0.291	3.63476704319778
0.291	3.80158002344116
0.291	3.88937632883241
0.292	4.23617173512785
0.292	4.60930603304067
0.292	5.31167647617067
0.292	5.92625061390943
0.293	6.10184322469193
0.293	6.10184322469193
0.293	5.97014876660506
0.294	5.57506539234443
0.294	5.13608386538817
0.294	5.22388017077942
0.294	5.22388017077942
0.295	5.1799820180838
0.295	5.44337093425755
0.295	5.75065800312693
0.295	5.75065800312693
0.296	5.7067598504313
0.296	5.75065800312693
0.296	5.48726908695318
0.296	5.26777832347505
0.297	5.3555746288663
0.297	5.5311672396488
0.297	5.48726908695318
0.298	5.57506539234443
0.298	5.75065800312693
0.298	5.79455615582255
0.298	5.79455615582255
0.299	5.83845430851818
0.299	5.66286169773568
0.299	5.31167647617067
0.299	5.09218571269255
0.3	5.04828755999692
0.3	4.87269494921442
0.3	4.8287967965188
0.3	4.74100049112754
0.301	4.69710233843192
0.301	4.56540788034504
0.301	4.69710233843192
0.302	4.78489864382317
0.302	4.87269494921442
0.302	4.78489864382317
0.302	4.60930603304067
0.303	4.52150972764942
0.303	4.38542545429298
0.303	4.23617173512785
0.303	4.2888495183626
0.304	4.43371342225817
0.304	4.38981526956254
0.304	4.31079859471042
0.304	4.43371342225817
0.305	4.69710233843192
0.305	4.78489864382317
0.305	5.13608386538817
0.306	5.57506539234443
0.306	5.57506539234443
0.306	5.39947278156193
0.306	5.44337093425755
0.307	5.09218571269255
0.307	4.74100049112754
0.307	4.52150972764942
0.307	4.43371342225817
0.308	4.25812081147567
0.308	4.25812081147567
0.308	4.30201896417129
0.308	4.52150972764942
0.309	4.74100049112754
0.309	4.8287967965188
0.309	4.78489864382317
0.31	5.0043894073013
0.31	5.0043894073013
0.31	5.04828755999692
0.31	5.1799820180838
0.311	5.1799820180838
0.311	5.09218571269255
0.311	5.09218571269255
0.311	4.96049125460567
0.312	4.87269494921442
0.312	5.09218571269255
0.312	5.13608386538817
0.312	5.26777832347505
0.313	5.48726908695318
0.313	5.5311672396488
0.313	5.39947278156193
0.314	5.39947278156193
0.314	5.1799820180838
0.314	5.09218571269255
0.314	5.26777832347505
0.315	5.5311672396488
0.315	5.66286169773568
0.315	5.88235246121381
0.315	5.97014876660506
0.316	5.97014876660506
0.316	5.79455615582255
0.316	5.7067598504313
0.316	5.66286169773568
0.317	5.75065800312693
0.317	5.83845430851818
0.317	6.10184322469193
0.318	6.36523214086568
0.318	6.45302844625694
0.318	6.71641736243069
0.318	7.11150073669132
0.319	7.19929704208257
0.319	7.68217672173445
0.319	8.03336194329945
0.319	8.1211582486907
0.32	8.1211582486907
0.32	7.81387117982132
0.32	7.50658411095195
0.321	7.4187878055607
0.321	7.15539888938694
0.321	6.89200997321319
0.321	7.11150073669132
0.322	6.97980627860444
0.322	6.67251920973506
0.322	6.76031551512631
0.322	6.89200997321319
0.323	7.0676025839957
0.323	6.93590812590882
0.323	6.89200997321319
0.323	6.71641736243069
0.324	6.58472290434381
0.324	6.10184322469193
0.324	5.88235246121381
0.325	5.92625061390943
0.325	6.23353768277881
0.325	6.84811182051756
0.325	7.63827856903882
0.326	8.69183423373383
0.326	8.69183423373383
0.326	8.38454716486445
0.326	7.2431951947782
0.327	6.67251920973506
0.327	5.79455615582255
0.327	6.23353768277881
0.327	7.15539888938694
0.328	9.04301945529884
0.328	10.0965751199938
0.328	11.1940289373845
0.329	10.8867418685151
0.329	10.3160658834720
0.329	9.6575935930376
0.329	10.2282695780807
0.33	10.3599640361676
0.33	10.8867418685151
0.33	11.5891123116451
0.33	11.1062326319932
0.331	9.78928805112447
0.331	9.13081576069009
0.331	8.82352869182071
0.331	8.38454716486445
0.359	8.38454716486445
0.36	6.54082475164819
0.36	5.44337093425755
0.361	7.5943804163432
0.361	7.50658411095195
0.362	8.51624162295133
0.362	9.21861206608134
0.363	11.1940289373845
0.363	11.2818252427757
0.364	10.4477603415588
0.364	10.5355566469501
0.365	10.8867418685151
0.365	11.5013160062539
0.366	9.52589913495071
0.366	11.4574178535582
0.367	10.0087788146026
0.367	8.51624162295133
0.368	8.99912130260321
0.368	10.0087788146026
0.369	10.7989455631239
0.369	12.6865661290357
0.37	15.7155386650339
0.37	15.0570663745995
0.371	17.9982426052064
0.371	15.5838442069470
0.372	14.1352051679914
0.372	13.7401217937308
0.373	14.7497793057301
0.373	12.5109735182532
0.374	13.9157144045133
0.374	16.5057054135552
0.375	17.5592610782502
0.375	17.6470573836414
0.376	18.3494278267714
0.376	23.9244932191158
0.377	24.143983982594
0.377	25.197539647289
0.378	26.7339749916359
0.378	26.8217712970271
0.379	23.441613539464
0.379	23.9244932191158
0.38	24.8902525784196
0.38	24.2756784406809
0.381	24.495169204159
0.381	24.3195765933765
0.382	21.5978911262477
0.382	20.4565391561614
0.383	24.2317802879852
0.383	25.1097433418977
0.384	27.0412620605053
0.384	28.8849844737215
0.385	28.9727807791128
0.385	23.7489006083334
0.386	23.5733079975508
0.386	23.0904283178990
0.387	23.5733079975508
0.387	23.0904283178990
0.388	25.0219470365065
0.388	34.7234387822397
0.389	33.8454757283272
0.389	32.9236145217191
0.39	35.1185221565003
0.39	36.1720778211953
0.391	28.5337992521565
0.391	28.9727807791128
0.392	30.5092161234597
0.392	28.358206641374
0.393	60.1404691930068
0.393	59.2625061390943
0.394	57.9455615582255
0.394	58.8235246121381
0.395	61.4574137738756
0.395	27.7875306563309
0.396	27.9192251144178
0.396	62.7743583547443
0.397	64.0913029356131
0.397	65.4082475164819
0.398	70.676025839957
0.398	72.431951947782
0.399	44.3371342225817
0.399	45.6540788034504
0.4	46.5320418573629
0.4	46.9710233843192
0.401	50.4828755999692
0.401	51.3608386538817
0.402	52.2388017077942
0.402	51.3608386538817
0.403	48.287967965188
0.403	48.7269494921442
0.404	46.9710233843192
0.404	49.1659310191005
0.405	51.799820180838
0.405	56.6286169773568
0.406	54.4337093425755
0.406	57.5065800312693
0.407	57.067598504313
0.407	56.6286169773568
0.408	56.6286169773568
0.408	58.8235246121381
0.409	59.2625061390943
0.409	64.9692659895256
0.41	65.8472290434381
0.41	64.5302844625694
0.411	63.6523214086569
0.411	63.6523214086569
0.412	59.2625061390943
0.412	59.2625061390943
0.413	59.7014876660506
0.413	61.8963953008318
0.414	60.5794507199631
0.414	60.5794507199631
0.415	61.8963953008318
0.415	64.9692659895256
0.416	65.8472290434381
0.416	67.6031551512631
0.417	66.7251920973506
0.417	67.1641736243069
0.418	66.2862105703944
0.418	64.9692659895256
0.419	64.9692659895256
0.419	63.6523214086569
0.42	62.3353768277881
0.42	60.1404691930068
0.421	57.067598504313
0.421	50.4828755999692
0.422	42.4056155039741
0.422	34.1527627971966
0.423	30.3336235126772
0.423	29.8068456803297
0.424	32.8797163690234
0.424	39.376642967976
0.425	42.3178191985829
0.425	44.3371342225817
0.426	46.5320418573629
0.426	48.287967965188
0.427	46.5320418573629
0.427	52.2388017077942
0.428	56.1896354504005
0.428	51.799820180838
0.429	53.9947278156193
0.429	57.067598504313
0.43	57.5065800312693
0.43	55.7506539234443
0.431	61.8963953008318
0.431	62.3353768277881
0.432	64.0913029356131
0.432	67.1641736243069
0.433	72.8709334747382
0.433	102.721677307763
0.434	104.038621888632
0.434	108.428437158195
0.435	106.233529523414
0.435	103.160658834720
0.436	76.8217672173445
0.436	77.699730271257
0.437	75.943804163432
0.437	77.2607487443007
0.438	75.0658411095195
0.438	73.7488965286507
0.439	73.7488965286507
0.439	76.3827856903882
0.44	74.187878055607
0.44	81.211582486907
0.441	83.8454716486445
0.441	87.7963053912508
