 (nm)        32SO2           33SO2            34SO2            Error 32SO2      Error 33SO2      Error 34SO2
196.1275    1.2029916E-17    7.5463880E-18    3.5870637E-18    7.2773915E-19    8.8102287E-19    4.9063403E-19
196.1572    1.1331593E-17    9.4239466E-18    3.9405780E-18    8.1125915E-19    9.7416284E-19    3.8008326E-19
196.1869    1.0515367E-17    1.1552017E-17    4.4672832E-18    8.2624551E-19    8.9356604E-19    5.3045456E-19
196.2166    9.8526123E-18    1.3629286E-17    5.2645728E-18    8.1457208E-19    6.7327100E-19    5.5410051E-19
196.2463    9.4162985E-18    1.4720253E-17    6.4036198E-18    9.3246220E-19    6.4276379E-19    4.7633229E-19
196.2760    9.2020268E-18    1.4337285E-17    7.8909591E-18    1.1730399E-18    7.5824285E-19    5.5388927E-19
196.3057    9.1427954E-18    1.3401126E-17    9.6594119E-18    1.3435712E-18    6.9926611E-19    7.8029444E-19
196.3354    9.0614035E-18    1.2668936E-17    1.1535177E-17    1.3602658E-18    4.5037782E-19    9.5060720E-19
196.3652    8.7667004E-18    1.2244044E-17    1.3204170E-17    1.2496311E-18    3.3216605E-19    1.0032698E-18
196.3949    8.2428013E-18    1.1986677E-17    1.4302452E-17    1.0455741E-18    4.8476185E-19    9.5964263E-19
196.4247    7.6311845E-18    1.1745388E-17    1.4642009E-17    8.1019833E-19    5.8299321E-19    8.4926975E-19
196.4545    7.0799570E-18    1.1433857E-17    1.4299573E-17    7.0425838E-19    7.2117189E-19    7.0894248E-19
196.4843    6.6546898E-18    1.0995086E-17    1.3520563E-17    8.0737484E-19    8.9457760E-19    6.1403807E-19
196.5140    6.3386111E-18    1.0383837E-17    1.2596823E-17    9.8724879E-19    9.8049506E-19    6.3898070E-19
196.5438    6.0947330E-18    9.6643003E-18    1.1743012E-17    1.2028302E-18    9.5822323E-19    7.7257013E-19
196.5736    5.9014362E-18    8.9425312E-18    1.1051113E-17    1.4814125E-18    8.7397793E-19    9.2745983E-19
196.6035    5.7313790E-18    8.2809356E-18    1.0507927E-17    1.7673947E-18    7.6382110E-19    1.0200504E-18
196.6333    5.5608507E-18    7.6946746E-18    1.0034480E-17    1.9432876E-18    6.2935831E-19    1.0451580E-18
196.6631    5.4224768E-18    7.1664881E-18    9.5545608E-18    1.9405696E-18    4.6207780E-19    1.0808954E-18
196.6930    5.3932387E-18    6.6735156E-18    9.0665388E-18    1.7878860E-18    2.7457291E-19    1.2072764E-18
196.7228    5.5029449E-18    6.2410831E-18    8.6415234E-18    1.5616673E-18    2.4018340E-19    1.4084808E-18
196.7527    5.6689079E-18    5.8961724E-18    8.3317828E-18    1.3540208E-18    4.7747770E-19    1.6045824E-18
196.7825    5.7354754E-18    5.6386772E-18    8.0818865E-18    1.2568713E-18    1.0189967E-18    1.7295849E-18
196.8124    5.6036384E-18    5.4748432E-18    7.7489726E-18    1.2951992E-18    1.6506427E-18    1.7609209E-18
196.8423    5.3244013E-18    5.4282536E-18    7.2342591E-18    1.3220722E-18    1.6990060E-18    1.7350597E-18
196.8722    5.0332845E-18    5.5230175E-18    6.6033410E-18    1.1575889E-18    1.3868505E-18    1.7207074E-18
196.9021    4.8129687E-18    5.7466254E-18    6.0463476E-18    8.5062574E-19    1.1074907E-18    1.7651965E-18
196.9320    4.6562370E-18    6.0100468E-18    5.7201382E-18    7.4738635E-19    8.5703161E-19    1.8513409E-18
196.9620    4.5258081E-18    6.1737167E-18    5.6533054E-18    8.7690129E-19    6.8134299E-19    1.8759674E-18
196.9919    4.4174429E-18    6.1450556E-18    5.7619463E-18    9.0235156E-19    7.8807384E-19    1.7082463E-18
197.0218    4.3395913E-18    5.9540484E-18    5.9197613E-18    7.7659464E-19    1.0711147E-18    1.3034932E-18
197.0518    4.2471777E-18    5.6851477E-18    6.0444543E-18    6.0486842E-19    1.3100462E-18    8.0309790E-19
197.0817    4.0793402E-18    5.3857495E-18    6.1294097E-18    5.0219069E-19    1.5019212E-18    5.9649447E-19
197.1117    3.8513371E-18    5.0956173E-18    6.1914180E-18    5.0404381E-19    1.6731828E-18    7.4173806E-19
197.1417    3.6321169E-18    4.8639143E-18    6.2224612E-18    5.5382531E-19    1.6629856E-18    8.5782241E-19
197.1717    3.4579404E-18    4.7023802E-18    6.1903086E-18    6.2305932E-19    1.4188556E-18    9.2391031E-19
197.2017    3.3432907E-18    4.5642448E-18    6.0563448E-18    7.3541852E-19    1.1843901E-18    1.0308294E-18
197.2317    3.3788444E-18    4.3953105E-18    5.7911327E-18    9.3226344E-19    9.8189341E-19    1.2204449E-18
197.2617    3.7437060E-18    4.1931620E-18    5.4006737E-18    1.1873239E-18    7.4989843E-19    1.4708518E-18
197.2917    4.5617378E-18    3.9937153E-18    4.9540848E-18    1.3789608E-18    5.1783998E-19    1.7103197E-18
197.3218    5.7381222E-18    3.8236874E-18    4.5546965E-18    1.3874343E-18    3.5173676E-19    1.8558233E-18
197.3518    6.9359170E-18    3.7106766E-18    4.2675382E-18    1.2210878E-18    3.2232220E-19    1.8428428E-18
197.3819    7.7584449E-18    3.7380126E-18    4.0859319E-18    1.0222776E-18    4.3066655E-19    1.6512938E-18
197.4119    8.0464443E-18    4.0495813E-18    3.9558696E-18    9.1311748E-19    5.8614186E-19    1.3639992E-18
197.4420    8.0013170E-18    4.7742402E-18    3.8158730E-18    9.0250430E-19    6.7594327E-19    1.1059797E-18
197.4721    7.9941015E-18    5.9189435E-18    3.6355180E-18    9.2254834E-19    6.2472102E-19    9.2119622E-19
197.5022    8.3034276E-18    7.2698959E-18    3.4650827E-18    8.7320083E-19    4.4523039E-19    8.1234047E-19
197.5323    8.9840902E-18    8.4001476E-18    3.4754057E-18    6.6532067E-19    3.4685287E-19    7.8394901E-19
197.5624    9.8216391E-18    8.9912828E-18    3.9057474E-18    3.2916278E-19    5.2521941E-19    7.9195014E-19
197.5925    1.0404237E-17    9.1424066E-18    4.8843270E-18    3.0595870E-19    7.9891297E-19    7.8669780E-19
197.6226    1.0432238E-17    9.2129597E-18    6.2350187E-18    5.3914229E-19    1.1053486E-18    7.6601302E-19
197.6527    1.0017768E-17    9.5632077E-18    7.4902560E-18    5.7724413E-19    1.3392223E-18    7.5200418E-19
197.6829    9.5662858E-18    1.0409816E-17    8.2420056E-18    4.8080803E-19    1.3542053E-18    7.6786032E-19
197.7130    9.4288495E-18    1.1736012E-17    8.4928636E-18    5.0422894E-19    1.1783821E-18    8.1153002E-19
197.7432    9.6764734E-18    1.3098406E-17    8.5531926E-18    6.6015170E-19    9.8573063E-19    8.4535830E-19
197.7734    1.0078797E-17    1.3570644E-17    8.7240105E-18    8.0659309E-19    8.6414205E-19    8.5800062E-19
197.8035    1.0277032E-17    1.2804013E-17    9.1633867E-18    9.3578659E-19    7.9019772E-19    8.6619728E-19
197.8337    1.0062835E-17    1.1771459E-17    9.8829740E-18    1.0231404E-18    7.1127778E-19    8.3945610E-19
197.8639    9.4941597E-18    1.1309738E-17    1.0720706E-17    1.0512217E-18    6.5309448E-19    7.3216101E-19
197.8941    8.7638414E-18    1.1527130E-17    1.1373906E-17    1.1463724E-18    6.6701438E-19    5.6458529E-19
197.9244    8.0779437E-18    1.2112787E-17    1.1626964E-17    1.3691183E-18    7.1873650E-19    4.3015847E-19
197.9546    7.6062796E-18    1.2461295E-17    1.1574135E-17    1.5644775E-18    7.1616768E-19    4.3963386E-19
197.9848    7.3945422E-18    1.2126531E-17    1.1520884E-17    1.6530360E-18    6.5275310E-19    6.0948789E-19
198.0151    7.2939373E-18    1.1368593E-17    1.1673813E-17    1.6302907E-18    7.8220181E-19    8.4802783E-19
198.0453    7.0569776E-18    1.0424623E-17    1.1951200E-17    1.4871403E-18    1.1008409E-18    1.0207139E-18
198.0756    6.5632878E-18    9.4733472E-18    1.2061885E-17    1.2887942E-18    1.2554281E-18    1.0124212E-18
198.1059    5.9396187E-18    8.7060776E-18    1.1797175E-17    1.1557260E-18    1.1853432E-18    8.7634632E-19
198.1361    5.4122672E-18    8.2323394E-18    1.1230651E-17    1.1112011E-18    1.0384211E-18    8.2511587E-19
198.1664    5.0806141E-18    7.9872764E-18    1.0592072E-17    1.0613103E-18    8.6868095E-19    8.8368879E-19
198.1967    4.8725921E-18    7.8216170E-18    1.0037734E-17    9.5790355E-19    7.1920964E-19    8.7337008E-19
198.2270    4.6737872E-18    7.6257013E-18    9.5717584E-18    8.2058088E-19    7.2657714E-19    7.6085884E-19
198.2574    4.4531571E-18    7.3623458E-18    9.1250802E-18    6.6105186E-19    9.2839204E-19    6.3730769E-19
198.2877    4.2627351E-18    6.9956773E-18    8.6647974E-18    4.7707435E-19    1.1867385E-18    5.5528250E-19
198.3180    4.1582273E-18    6.5071956E-18    8.2149271E-18    3.2487354E-19    1.4488907E-18    5.2903857E-19
198.3484    4.1537257E-18    5.9761038E-18    7.8051882E-18    3.8998491E-19    1.5848206E-18    5.6771848E-19
198.3787    4.2116765E-18    5.5328179E-18    7.4308870E-18    6.0465866E-19    1.3929092E-18    6.5920615E-19
198.4091    4.2585611E-18    5.2621491E-18    7.0594687E-18    7.8433273E-19    1.0637474E-18    7.8945195E-19
198.4395    4.2497081E-18    5.1439879E-18    6.6731086E-18    9.1746752E-19    1.0386581E-18    9.0300257E-19
198.4699    4.1977405E-18    5.0757511E-18    6.3035220E-18    1.1594415E-18    1.0584898E-18    9.6127031E-19
198.5003    4.1230347E-18    4.9614146E-18    6.0142900E-18    1.4426282E-18    9.0104083E-19    1.0334010E-18
198.5307    4.0058112E-18    4.7718844E-18    5.8309134E-18    1.5281977E-18    9.3252142E-19    1.2132150E-18
198.5611    3.8010146E-18    4.5566349E-18    5.6995487E-18    1.3517606E-18    1.5144189E-18    1.4510698E-18
198.5915    3.4978539E-18    4.4040222E-18    5.5439046E-18    1.0588713E-18    2.0643160E-18    1.6590430E-18
198.6219    3.1518023E-18    4.3556643E-18    5.3474566E-18    8.5632511E-19    2.0564765E-18    1.8356897E-18
198.6524    2.8471841E-18    4.3688015E-18    5.1572391E-18    8.4506252E-19    1.7070086E-18    1.9522972E-18
198.6828    2.6445959E-18    4.3595488E-18    5.0288550E-18    9.8010382E-19    1.4891185E-18    1.9013764E-18
198.7133    2.5801024E-18    4.2689897E-18    4.9798435E-18    1.1417069E-18    1.3226273E-18    1.6537785E-18
198.7437    2.6954226E-18    4.0900376E-18    4.9765298E-18    1.2007048E-18    1.1041348E-18    1.3463939E-18
198.7742    3.0594623E-18    3.8512693E-18    4.9466869E-18    1.1278333E-18    9.7021534E-19    1.1449425E-18
198.8047    3.7540295E-18    3.5838070E-18    4.8074937E-18    1.0115129E-18    9.3307658E-19    1.1437136E-18
198.8352    4.7933608E-18    3.3226163E-18    4.5184039E-18    9.2698312E-19    8.8626483E-19    1.2536142E-18
198.8657    6.0124681E-18    3.1428927E-18    4.1293088E-18    8.9754421E-19    8.0223095E-19    1.3100805E-18
198.8962    7.0487818E-18    3.1692677E-18    3.7524709E-18    9.5107996E-19    7.0480632E-19    1.2573449E-18
198.9267    7.5541629E-18    3.5250411E-18    3.4721282E-18    1.0571457E-18    5.9929604E-19    1.1356150E-18
198.9573    7.5467093E-18    4.2557736E-18    3.2925206E-18    1.1083738E-18    4.3825242E-19    1.0057873E-18
198.9878    7.4772846E-18    5.2740134E-18    3.1789173E-18    1.0509701E-18    3.1605061E-19    9.1793485E-19
199.0184    7.8745971E-18    6.3392864E-18    3.1311104E-18    9.5109250E-19    3.7030456E-19    9.0640911E-19
199.0489    8.9481819E-18    7.1354845E-18    3.2117448E-18    8.4436957E-19    4.7885432E-19    9.3184241E-19
199.0795    1.0429925E-17    7.5200866E-18    3.5271324E-18    7.2578362E-19    6.0162322E-19    9.2178303E-19
199.1101    1.1750835E-17    7.6765786E-18    4.1625031E-18    7.2352725E-19    7.1967785E-19    8.9436060E-19
199.1407    1.2488038E-17    7.9615631E-18    5.0744145E-18    8.4089332E-19    7.7772604E-19    9.0382987E-19
199.1713    1.2639377E-17    8.7030570E-18    6.0368309E-18    8.7710381E-19    7.6815833E-19    9.1805963E-19
199.2019    1.2448433E-17    1.0077141E-17    6.7672134E-18    7.7350619E-19    7.3448264E-19    9.2113899E-19
199.2325    1.2067405E-17    1.1962531E-17    7.1945953E-18    6.6165252E-19    7.1050576E-19    9.2337637E-19
199.2631    1.1492160E-17    1.3691681E-17    7.5818712E-18    7.1908048E-19    6.8110128E-19    8.6980364E-19
199.2938    1.0752134E-17    1.4603482E-17    8.3228715E-18    8.1063600E-19    7.5328682E-19    7.5769719E-19
199.3244    9.9869009E-18    1.4707826E-17    9.6308269E-18    7.6450796E-19    9.2071989E-19    6.9254428E-19
199.3551    9.3106555E-18    1.4383804E-17    1.1354113E-17    6.6467803E-19    9.0105746E-19    7.0035881E-19
199.3857    8.7244147E-18    1.3876786E-17    1.2993344E-17    6.4106467E-19    6.5458538E-19    7.5573481E-19
199.4164    8.1702749E-18    1.3263309E-17    1.4020765E-17    6.6328364E-19    4.1348356E-19    9.1931493E-19
199.4471    7.5986764E-18    1.2460888E-17    1.4309196E-17    7.5232880E-19    3.8241791E-19    1.1674707E-18
199.4778    6.9808592E-18    1.1510855E-17    1.4099986E-17    9.7607518E-19    3.9523847E-19    1.3674690E-18
199.5085    6.3034797E-18    1.0617409E-17    1.3637504E-17    1.2305584E-18    3.2662040E-19    1.4155245E-18
199.5392    5.6040732E-18    9.8351930E-18    1.3024371E-17    1.3406371E-18    2.7448855E-19    1.3004700E-18
199.5699    5.0095324E-18    9.1061067E-18    1.2301791E-17    1.2599631E-18    3.5718416E-19    1.0657742E-18
199.6007    4.6920151E-18    8.3703623E-18    1.1501110E-17    1.1343656E-18    4.8520769E-19    7.7952795E-19
199.6314    4.7448079E-18    7.6357017E-18    1.0645357E-17    1.1549666E-18    5.7346677E-19    5.5185411E-19
199.6621    5.0875079E-18    6.9929711E-18    9.7656867E-18    1.2972146E-18    6.1625473E-19    4.4431235E-19
199.6929    5.4964000E-18    6.5486741E-18    8.9169138E-18    1.3140927E-18    6.6828509E-19    3.7857004E-19
199.7237    5.7522016E-18    6.3535251E-18    8.1607815E-18    1.0738503E-18    8.1457862E-19    3.8500497E-19
199.7545    5.7782725E-18    6.3771555E-18    7.5295648E-18    8.3137592E-19    1.1847485E-18    5.7349458E-19
199.7852    5.6413478E-18    6.5049062E-18    7.0267094E-18    9.2782672E-19    1.8664322E-18    8.6263406E-19
199.8160    5.4341991E-18    6.5830294E-18    6.6597966E-18    1.1228875E-18    2.1253467E-18    1.1540605E-18
199.8468    5.1885636E-18    6.5181631E-18    6.4395297E-18    1.2843717E-18    1.5629168E-18    1.4140811E-18
199.8777    4.8988324E-18    6.3389838E-18    6.3469268E-18    1.5669195E-18    1.0672519E-18    1.6661348E-18
199.9085    4.5781586E-18    6.1337197E-18    6.3296830E-18    1.7431834E-18    7.7815144E-19    1.9373267E-18
199.9393    4.2640096E-18    5.9521475E-18    6.3373840E-18    1.5388926E-18    6.4441718E-19    2.1869781E-18
199.9702    3.9985328E-18    5.7832610E-18    6.3463513E-18    1.1754013E-18    8.3625387E-19    2.3300170E-18
200.0010    3.8129570E-18    5.5979185E-18    6.3442672E-18    9.6185978E-19    8.7210010E-19    2.3296482E-18
200.0319    3.6960724E-18    5.3863920E-18    6.3064322E-18    8.6359062E-19    7.5889454E-19    2.1808224E-18
200.0628    3.5743681E-18    5.1495747E-18    6.2023093E-18    7.6645450E-19    8.2467614E-19    1.9124526E-18
200.0936    3.3558400E-18    4.8829293E-18    6.0202397E-18    6.1514923E-19    9.8328190E-19    1.6296121E-18
200.1245    3.0215523E-18    4.5785760E-18    5.7790145E-18    4.2019373E-19    1.0943093E-18    1.3854905E-18
200.1554    2.6609446E-18    4.2380688E-18    5.5105479E-18    2.7304083E-19    1.0008895E-18    1.1611626E-18
200.1864    2.3941624E-18    3.8839209E-18    5.2287861E-18    2.2836917E-19    7.1631203E-19    9.7105213E-19
200.2173    2.2715573E-18    3.5490090E-18    4.9297196E-18    2.0073178E-19    4.6954801E-19    8.6756977E-19
200.2482    2.2590799E-18    3.2556416E-18    4.6127624E-18    2.9458903E-19    4.9101132E-19    8.6178171E-19
200.2791    2.3365551E-18    3.0092795E-18    4.2832983E-18    5.2950360E-19    5.6059847E-19    8.8706274E-19
200.3101    2.6157454E-18    2.8048995E-18    3.9410033E-18    7.4939206E-19    5.9229547E-19    8.8479542E-19
200.3411    3.3256985E-18    2.6227447E-18    3.5883713E-18    8.6765692E-19    6.2517826E-19    8.5337732E-19
200.3720    4.6635095E-18    2.4305396E-18    3.2475733E-18    8.4470687E-19    6.6638409E-19    7.9328410E-19
200.4030    6.6348574E-18    2.2350369E-18    2.9466236E-18    6.8793533E-19    7.2261193E-19    7.0123256E-19
200.4340    8.9525950E-18    2.1412363E-18    2.6925433E-18    5.2438775E-19    7.8408440E-19    6.1738285E-19
200.4650    1.1074838E-17    2.3340670E-18    2.4752156E-18    4.2984165E-19    8.1282249E-19    5.7965368E-19
200.4960    1.2532319E-17    2.9966942E-18    2.2852559E-18    2.7842666E-19    8.1957304E-19    5.8404793E-19
200.5270    1.3306992E-17    4.2546227E-18    2.1176161E-18    1.8442448E-19    8.6311299E-19    6.4068315E-19
200.5580    1.3658778E-17    6.1645399E-18    2.0131965E-18    2.8755151E-19    9.2316650E-19    7.4389921E-19
200.5891    1.3681887E-17    8.6927690E-18    2.1291487E-18    2.6921403E-19    8.8424056E-19    8.1913662E-19
200.6201    1.3290074E-17    1.1634934E-17    2.7289066E-18    2.4912892E-19    7.2016496E-19    7.9414831E-19
200.6512    1.2493599E-17    1.4321914E-17    4.0562165E-18    4.0577215E-19    5.6842117E-19    6.9586966E-19
200.6822    1.1500804E-17    1.5606221E-17    6.1692460E-18    5.0241343E-19    5.5529330E-19    6.3167287E-19
200.7133    1.0584088E-17    1.5334516E-17    8.8225540E-18    4.7440445E-19    5.9701284E-19    6.7794872E-19
200.7444    9.9154505E-18    1.4166453E-17    1.1467123E-17    3.8783807E-19    5.9122286E-19    7.8927288E-19
200.7755    9.4802794E-18    1.2923548E-17    1.3477133E-17    3.0181852E-19    5.3097976E-19    8.7606224E-19
200.8066    9.1404938E-18    1.1789800E-17    1.4534432E-17    2.5153075E-19    4.2986059E-19    9.2753363E-19
200.8377    8.7908333E-18    1.0931501E-17    1.4733949E-17    3.1404009E-19    2.8510654E-19    9.7451490E-19
200.8688    8.4473736E-18    1.0452274E-17    1.4306436E-17    5.0910021E-19    1.8673339E-19    1.0224931E-18
200.9000    8.1791736E-18    1.0297375E-17    1.3468265E-17    7.7045148E-19    2.2986384E-19    1.0659211E-18
200.9311    8.0080934E-18    1.0306726E-17    1.2451730E-17    9.9974665E-19    2.7612497E-19    1.0813148E-18
200.9623    7.8984050E-18    1.0313582E-17    1.1484086E-17    1.0829743E-18    3.2799595E-19    1.0505718E-18
200.9934    7.7941582E-18    1.0223695E-17    1.0734745E-17    9.6438895E-19    3.8995850E-19    9.8744085E-19
201.0246    7.6303440E-18    1.0028176E-17    1.0267069E-17    7.4898130E-19    4.3754721E-19    8.8697141E-19
201.0558    7.3313332E-18    9.7920966E-18    1.0016580E-17    6.2136426E-19    4.9849163E-19    7.3281437E-19
201.0870    6.8595316E-18    9.5387779E-18    9.8420691E-18    5.2014107E-19    5.9420490E-19    5.7837225E-19
201.1182    6.2890536E-18    9.2098566E-18    9.6367548E-18    4.2141523E-19    6.7645067E-19    4.9989316E-19
201.1494    5.7821278E-18    8.7861861E-18    9.4060084E-18    7.8800290E-19    6.9861905E-19    4.7575831E-19
201.1806    5.4707457E-18    8.3255173E-18    9.2175209E-18    1.3940143E-18    7.5078674E-19    4.8990788E-19
201.2118    5.3685415E-18    7.8762610E-18    9.0803816E-18    1.8047209E-18    8.4745989E-19    5.4888000E-19
201.2431    5.3751421E-18    7.4352353E-18    8.9132156E-18    1.8189974E-18    8.9423622E-19    6.2334183E-19
201.2743    5.3431913E-18    6.9801073E-18    8.6417668E-18    1.5630540E-18    9.5341283E-19    7.2926635E-19
201.3056    5.1685211E-18    6.5188717E-18    8.2851491E-18    1.3501218E-18    1.1430344E-18    9.4230925E-19
201.3368    4.8590378E-18    6.0914349E-18    7.9077917E-18    1.4248428E-18    1.4463000E-18    1.2739128E-18
201.3681    4.5276210E-18    5.7327150E-18    7.5264292E-18    1.7373399E-18    1.6897713E-18    1.6267604E-18
201.3994    4.3043984E-18    5.4462486E-18    7.1098004E-18    1.9960294E-18    1.7972623E-18    1.8919815E-18
201.4307    4.2354906E-18    5.2169635E-18    6.6490488E-18    1.9417345E-18    1.7514506E-18    2.0193629E-18
201.4620    4.2472847E-18    5.0407912E-18    6.1947981E-18    1.5899329E-18    1.5893337E-18    2.0146484E-18
201.4933    4.2119263E-18    4.9209363E-18    5.8183400E-18    1.1756844E-18    1.4904985E-18    1.8932332E-18
201.5247    4.0677627E-18    4.8363088E-18    5.5458352E-18    8.5981044E-19    1.5805244E-18    1.6842336E-18
201.5560    3.8592044E-18    4.7390993E-18    5.3480665E-18    6.7321413E-19    2.0141372E-18    1.4864286E-18
201.5873    3.6486260E-18    4.5903264E-18    5.1917652E-18    6.2060402E-19    2.3308618E-18    1.4064406E-18
201.6187    3.4349721E-18    4.3861302E-18    5.0715516E-18    6.6036932E-19    1.7112500E-18    1.4278136E-18
201.6501    3.1819470E-18    4.1535373E-18    4.9890383E-18    6.8591585E-19    9.5057902E-19    1.4424100E-18
201.6814    2.8928706E-18    3.9255699E-18    4.9167424E-18    6.4617130E-19    9.3364437E-19    1.3472430E-18
201.7128    2.6531397E-18    3.7160580E-18    4.7937084E-18    6.1506506E-19    9.4904917E-19    1.1081108E-18
201.7442    2.6218932E-18    3.5141146E-18    4.5698808E-18    6.5735916E-19    8.2231747E-19    8.5061102E-19
201.7756    2.9705094E-18    3.2977119E-18    4.2588205E-18    7.2970464E-19    8.1474221E-19    7.9281213E-19
201.8070    3.7952220E-18    3.0556626E-18    3.9329931E-18    7.9400978E-19    8.8079076E-19    9.7796007E-19
201.8385    5.0309400E-18    2.8153202E-18    3.6552909E-18    8.0086948E-19    8.4541617E-19    1.2860238E-18
201.8699    6.4005200E-18    2.6608466E-18    3.4266637E-18    7.1200679E-19    6.3357874E-19    1.5226820E-18
201.9013    7.4972316E-18    2.7250057E-18    3.2134645E-18    6.8195020E-19    3.9332630E-19    1.5558664E-18
201.9328    8.0269167E-18    3.1502577E-18    3.0033599E-18    8.7568962E-19    5.1805642E-19    1.4247309E-18
201.9643    8.0043427E-18    4.0182266E-18    2.8149625E-18    1.0597226E-18    7.2375778E-19    1.2776452E-18
201.9957    7.6872322E-18    5.2633322E-18    2.6862768E-18    1.0485423E-18    7.9086121E-19    1.2220877E-18
202.0272    7.3917009E-18    6.6059685E-18    2.6856985E-18    8.9563205E-19    7.0236049E-19    1.2364718E-18
202.0587    7.3953269E-18    7.6096562E-18    2.9237954E-18    6.9574191E-19    4.9141155E-19    1.2475941E-18
202.0902    7.8805431E-18    7.9842237E-18    3.5126777E-18    4.8013616E-19    2.4796869E-19    1.2034160E-18
202.1217    8.8636513E-18    7.8496829E-18    4.4668429E-18    2.9290347E-19    1.2549979E-19    1.0848687E-18
202.1532    1.0147982E-17    7.5556107E-18    5.6153675E-18    1.8867491E-19    2.0471854E-19    9.3510158E-19
202.1848    1.1370055E-17    7.4123982E-18    6.6273327E-18    2.7689505E-19    2.9684478E-19    8.2644607E-19
202.2163    1.2203274E-17    7.6432320E-18    7.2033073E-18    4.2244755E-19    3.4373843E-19    7.7569229E-19
202.2479    1.2569056E-17    8.3881426E-18    7.3088625E-18    4.9418993E-19    3.4775003E-19    7.5794137E-19
202.2794    1.2566667E-17    9.6581459E-18    7.2117183E-18    5.0094539E-19    3.3986861E-19    7.4873851E-19
202.3110    1.2265094E-17    1.1253336E-17    7.3112587E-18    4.8671386E-19    3.3823925E-19    7.2947776E-19
202.3426    1.1660750E-17    1.2680154E-17    7.9409170E-18    4.6320471E-19    3.5949769E-19    7.3128420E-19
202.3742    1.0789255E-17    1.3353720E-17    9.2121735E-18    4.6120446E-19    3.8750530E-19    7.7797917E-19
202.4058    9.8035895E-18    1.3178725E-17    1.0923554E-17    5.3865229E-19    3.6950539E-19    8.0733460E-19
202.4374    8.8960444E-18    1.2445204E-17    1.2596578E-17    6.7108816E-19    3.1819441E-19    7.8003971E-19
202.4690    8.1558728E-18    1.1515778E-17    1.3718331E-17    8.2043093E-19    2.8013082E-19    7.1432609E-19
202.5006    7.5365556E-18    1.0603254E-17    1.4076068E-17    1.0143995E-18    2.6218070E-19    6.2225840E-19
202.5323    6.9511654E-18    9.7498750E-18    1.3812878E-17    1.2482557E-18    2.4722498E-19    5.2865481E-19
202.5639    6.3750084E-18    8.9662281E-18    1.3195486E-17    1.4035901E-18    2.2789448E-19    4.8160693E-19
202.5956    5.8679639E-18    8.2682036E-18    1.2418691E-17    1.3835572E-18    2.3099362E-19    4.8655943E-19
202.6273    5.5084200E-18    7.6675460E-18    1.1568623E-17    1.2646562E-18    2.7348041E-19    4.9670872E-19
202.6589    5.3235269E-18    7.1718944E-18    1.0685324E-17    1.1809227E-18    3.2603976E-19    4.9520957E-19
202.6906    5.2819518E-18    6.7727555E-18    9.8139226E-18    1.1504755E-18    3.3641653E-19    5.0626188E-19
202.7223    5.3155861E-18    6.4459007E-18    9.0052377E-18    1.1444940E-18    2.5138497E-19    5.3986419E-19
202.7540    5.3446129E-18    6.1726098E-18    8.2968799E-18    1.1347419E-18    1.6734565E-19    5.7184288E-19
202.7858    5.3107068E-18    5.9466937E-18    7.7054345E-18    1.0964136E-18    2.9263610E-19    5.6032765E-19
202.8175    5.2055402E-18    5.7572670E-18    7.2321822E-18    1.1049820E-18    4.8456318E-19    4.9535234E-19
202.8492    5.0576102E-18    5.5787530E-18    6.8703103E-18    1.2145853E-18    6.7285434E-19    4.5413458E-19
202.8810    4.8852383E-18    5.3950180E-18    6.6002664E-18    1.3704698E-18    8.7101907E-19    4.4814837E-19
202.9127    4.6812853E-18    5.2274335E-18    6.3852264E-18    1.5276878E-18    1.0478542E-18    3.3826522E-19
202.9445    4.4389152E-18    5.1156163E-18    6.1894790E-18    1.6240317E-18    1.0409277E-18    1.1294900E-19
202.9763    4.1717062E-18    5.0682801E-18    5.9990466E-18    1.5775423E-18    1.0703660E-18    9.2415777E-20
203.0081    3.9039654E-18    5.0299787E-18    5.8107697E-18    1.3786485E-18    1.2089824E-18    3.5351545E-19
203.0399    3.6489842E-18    4.9104694E-18    5.6168445E-18    1.0829271E-18    1.6028286E-18    7.0966647E-19
203.0717    3.4083240E-18    4.6600795E-18    5.4131091E-18    7.7869414E-19    1.8645933E-18    1.1446840E-18
203.1035    3.1886824E-18    4.3120894E-18    5.2137429E-18    5.6396182E-19    2.0019943E-18    1.5060341E-18
203.1353    3.0021027E-18    3.9496532E-18    5.0424430E-18    4.9240416E-19    1.8425524E-18    1.6376420E-18
203.1672    2.8630211E-18    3.6357261E-18    4.9017165E-18    5.2924425E-19    1.4186069E-18    1.5253468E-18
203.1990    2.7894308E-18    3.3822220E-18    4.7625564E-18    6.0154675E-19    1.0060120E-18    1.2897408E-18
203.2309    2.7731035E-18    3.1764267E-18    4.5928446E-18    6.4026052E-19    9.0239391E-19    1.0648278E-18
203.2628    2.7462150E-18    3.0177259E-18    4.3833796E-18    6.1958254E-19    9.9263077E-19    9.2417975E-19
203.2946    2.6182209E-18    2.9163274E-18    4.1397619E-18    5.8106637E-19    9.4182405E-19    8.6655539E-19
203.3265    2.3624849E-18    2.8571413E-18    3.8739479E-18    5.9546275E-19    7.5530283E-19    8.4908579E-19
203.3584    2.0571735E-18    2.7822505E-18    3.6122411E-18    6.9042685E-19    5.9771229E-19    8.6562699E-19
