 (nm)        32SO2           33SO2            34SO2            Error 32SO2      Error 33SO2      Error 34SO2
189.3655    3.5134951E-18    4.6770168E-18    5.3303022E-18    1.2114335E-18    5.4633375E-19    1.0661135E-18
189.3931    3.6877523E-18    4.6876105E-18    5.3221488E-18    1.0989910E-18    5.8279806E-19    9.6178656E-19
189.4208    3.9144255E-18    4.8164120E-18    5.3323389E-18    1.2772459E-18    6.2583513E-19    7.0850802E-19
189.4485    4.0390621E-18    4.9321319E-18    5.3138118E-18    1.9051979E-18    6.1863856E-19    4.2881504E-19
189.4762    3.9655799E-18    4.9574868E-18    5.2794149E-18    2.3344528E-18    5.2826146E-19    2.4247346E-19
189.5039    3.7154235E-18    4.8775733E-18    5.2950259E-18    2.3338078E-18    3.2909101E-19    2.8206572E-19
189.5316    3.4067881E-18    4.7991912E-18    5.4128827E-18    2.2742304E-18    4.4224594E-19    4.7593824E-19
189.5593    3.1306235E-18    4.8116067E-18    5.6261316E-18    2.3530477E-18    7.4039613E-19    5.5698072E-19
189.5870    2.8790717E-18    4.8841936E-18    5.8671433E-18    2.4769671E-18    8.8022761E-19    4.5965175E-19
189.6148    2.6101938E-18    4.9243075E-18    6.0220546E-18    2.6284486E-18    9.4850791E-19    4.1315270E-19
189.6425    2.3333563E-18    4.8572251E-18    5.9781033E-18    2.6264546E-18    9.8509737E-19    5.6967597E-19
189.6703    2.0918766E-18    4.6791975E-18    5.7270047E-18    2.2905006E-18    1.0772467E-18    7.0479884E-19
189.6980    1.9286940E-18    4.4072655E-18    5.4187217E-18    1.7876662E-18    1.0874713E-18    7.0822007E-19
189.7258    1.9188168E-18    4.0682997E-18    5.2659827E-18    1.4187615E-18    1.0059323E-18    5.5938011E-19
189.7536    2.1693770E-18    3.7252791E-18    5.3508270E-18    1.2284746E-18    1.1029518E-18    3.2653315E-19
189.7814    2.7372299E-18    3.4286500E-18    5.5149260E-18    9.4973384E-19    1.2235225E-18    3.5468329E-19
189.8091    3.5221563E-18    3.1822783E-18    5.5053309E-18    6.7830854E-19    1.0211457E-18    6.3543596E-19
189.8369    4.2659889E-18    2.9725288E-18    5.2404883E-18    9.1255590E-19    6.3689730E-19    8.2119949E-19
189.8647    4.7661836E-18    2.8030928E-18    4.8678447E-18    1.2882912E-18    4.5254568E-19    9.7760075E-19
189.8926    5.0412506E-18    2.7078926E-18    4.5656694E-18    1.4526504E-18    3.5225356E-19    1.2700130E-18
189.9204    5.2216229E-18    2.7746117E-18    4.3574208E-18    1.3671287E-18    2.6513061E-19    1.5127611E-18
189.9482    5.3736105E-18    3.1307548E-18    4.1427188E-18    1.0495155E-18    4.2723538E-19    1.4792664E-18
189.9761    5.4659464E-18    3.8493112E-18    3.8469701E-18    5.5464782E-19    6.3528786E-19    1.1611830E-18
190.0039    5.4550310E-18    4.8509534E-18    3.4948516E-18    3.8282981E-19    8.3501759E-19    7.5839257E-19
190.0318    5.3000848E-18    5.8587751E-18    3.1906298E-18    6.8281178E-19    9.8082887E-19    5.7209491E-19
190.0596    4.9796205E-18    6.4849018E-18    3.0726524E-18    8.5549380E-19    9.8145849E-19    6.6324685E-19
190.0875    4.5723801E-18    6.5991229E-18    3.2754025E-18    1.1382494E-18    9.0304106E-19    8.2944622E-19
190.1154    4.2477582E-18    6.4653319E-18    3.8686297E-18    1.4800909E-18    8.8999049E-19    9.6388973E-19
190.1433    4.1680347E-18    6.2895081E-18    4.7706896E-18    1.5441359E-18    8.4557467E-19    9.5882300E-19
190.1712    4.3600594E-18    6.0360803E-18    5.7455178E-18    1.3135534E-18    7.0056225E-19    7.7942685E-19
190.1991    4.6724507E-18    5.6643679E-18    6.5174156E-18    1.0806240E-18    5.4107725E-19    5.8507884E-19
190.2270    4.9208777E-18    5.2508994E-18    6.9130784E-18    1.0260108E-18    4.0634445E-19    6.6886168E-19
190.2549    5.0946015E-18    4.9141091E-18    6.9460215E-18    1.0919795E-18    3.3722168E-19    9.7704075E-19
190.2828    5.3276341E-18    4.7454881E-18    6.7518076E-18    1.1727802E-18    4.9540644E-19    1.2663664E-18
190.3108    5.6726902E-18    4.7477457E-18    6.4273515E-18    1.2347979E-18    7.3195423E-19    1.3857220E-18
190.3387    6.0174410E-18    4.8399705E-18    6.0147720E-18    1.3524275E-18    8.0302285E-19    1.2971795E-18
190.3667    6.2236299E-18    4.9192883E-18    5.5874838E-18    1.5010294E-18    6.3560709E-19    1.1256660E-18
190.3946    6.2689431E-18    4.8837758E-18    5.2390740E-18    1.4433736E-18    3.7241468E-19    1.0137839E-18
190.4226    6.2438358E-18    4.7312612E-18    4.9966511E-18    1.0377550E-18    2.7728947E-19    9.3509564E-19
190.4506    6.2729789E-18    4.6424121E-18    4.8225524E-18    6.8518278E-19    3.0635793E-19    7.9523273E-19
190.4786    6.3969196E-18    4.8363495E-18    4.7215996E-18    9.7042757E-19    3.0900516E-19    6.6945109E-19
190.5066    6.5071955E-18    5.4253661E-18    4.7637462E-18    1.1472762E-18    3.4227026E-19    7.6109888E-19
190.5346    6.4545346E-18    6.3099179E-18    4.9781326E-18    9.8927836E-19    4.1635640E-19    8.7472389E-19
190.5626    6.1762113E-18    7.1307521E-18    5.2757829E-18    6.9320723E-19    4.2060774E-19    7.7429603E-19
190.5906    5.7323038E-18    7.5329756E-18    5.5200468E-18    4.7174429E-19    4.2780940E-19    6.2361318E-19
190.6186    5.2632353E-18    7.5083333E-18    5.6879802E-18    4.6844642E-19    7.3889277E-19    8.3230385E-19
190.6467    4.8717804E-18    7.2820463E-18    5.8983232E-18    5.5769446E-19    1.1998700E-18    1.2659621E-18
190.6747    4.5614554E-18    7.0098093E-18    6.2692419E-18    6.8208215E-19    1.4735349E-18    1.6144629E-18
190.7028    4.3130257E-18    6.7950685E-18    6.7936742E-18    8.2907463E-19    1.4345152E-18    1.6905804E-18
190.7308    4.1547299E-18    6.6460556E-18    7.3345606E-18    9.2270640E-19    1.2313201E-18    1.4607040E-18
190.7589    4.0894102E-18    6.5053526E-18    7.7223329E-18    1.0007549E-18    9.3351486E-19    1.0902024E-18
190.7870    4.0014571E-18    6.3644057E-18    7.8754119E-18    1.1670898E-18    6.0422776E-19    8.5257892E-19
190.8150    3.7429746E-18    6.1973467E-18    7.8398461E-18    1.4388752E-18    3.1882336E-19    8.7590612E-19
190.8431    3.3407710E-18    5.9517168E-18    7.7342378E-18    1.6981940E-18    1.2868297E-19    9.6384775E-19
190.8712    3.0227602E-18    5.6504505E-18    7.6412972E-18    1.8099243E-18    8.0721461E-20    1.0429808E-18
190.8994    2.9929811E-18    5.3977031E-18    7.5266341E-18    1.6871582E-18    2.0684656E-19    1.1718842E-18
190.9275    3.2628465E-18    5.2351864E-18    7.2756962E-18    1.3358049E-18    4.7754259E-19    1.2636116E-18
190.9556    3.7081712E-18    5.0860142E-18    6.8251826E-18    8.7934449E-19    8.7044269E-19    1.2397483E-18
190.9837    4.1816182E-18    4.8755468E-18    6.2551191E-18    9.5656630E-19    1.3012177E-18    1.0463170E-18
191.0119    4.5069915E-18    4.5891127E-18    5.7416123E-18    1.6070186E-18    1.5704228E-18    6.9972779E-19
191.0400    4.4913227E-18    4.2730819E-18    5.4324880E-18    1.9877763E-18    1.5348016E-18    4.5227272E-19
191.0682    4.0922251E-18    4.0254353E-18    5.3574619E-18    1.8662009E-18    1.3204515E-18    4.4949670E-19
191.0964    3.4992244E-18    3.9346226E-18    5.4242909E-18    1.5397769E-18    1.1591502E-18    4.8726212E-19
191.1245    2.9830624E-18    4.0034592E-18    5.4713634E-18    1.2307159E-18    1.0942889E-18    7.3185441E-19
191.1527    2.7196039E-18    4.1448991E-18    5.3590547E-18    8.9650813E-19    1.0611555E-18    1.1559197E-18
191.1809    2.7419054E-18    4.2591036E-18    5.0909903E-18    6.0289672E-19    1.0206831E-18    1.4700508E-18
191.2091    3.0147288E-18    4.3199948E-18    4.8118797E-18    6.1113453E-19    9.7369986E-19    1.4829290E-18
191.2373    3.4934382E-18    4.3326456E-18    4.6714708E-18    7.2738819E-19    9.9738829E-19    1.1899480E-18
191.2656    4.0856676E-18    4.2770663E-18    4.7258372E-18    7.6206174E-19    1.2033515E-18    7.8856923E-19
191.2938    4.6289336E-18    4.1410315E-18    4.9367262E-18    8.1598783E-19    1.4023931E-18    5.6507275E-19
191.3220    5.0015441E-18    3.9182288E-18    5.2081770E-18    8.4491732E-19    1.3204696E-18    7.5334597E-19
191.3503    5.2224171E-18    3.6397799E-18    5.4226180E-18    7.8437989E-19    1.0610482E-18    1.0826469E-18
191.3785    5.3852046E-18    3.4077841E-18    5.4856823E-18    7.7107420E-19    8.1362804E-19    1.2073602E-18
191.4068    5.5401433E-18    3.3433223E-18    5.3747549E-18    9.1637183E-19    6.3209074E-19    1.0352878E-18
191.4350    5.6846302E-18    3.5190191E-18    5.1200291E-18    1.1292016E-18    6.2240085E-19    6.8590917E-19
191.4633    5.8482466E-18    3.9227108E-18    4.7416553E-18    1.2819641E-18    8.3173746E-19    5.0787443E-19
191.4916    6.1042360E-18    4.4613524E-18    4.2814739E-18    1.2748506E-18    9.7627584E-19    7.4076575E-19
191.5199    6.4724579E-18    4.9836846E-18    3.8740691E-18    1.0438108E-18    1.0023803E-18    1.0309371E-18
191.5482    6.8388935E-18    5.3337587E-18    3.7003152E-18    7.3991855E-19    1.0234443E-18    1.2070638E-18
191.5765    7.0107812E-18    5.4556196E-18    3.8557335E-18    8.7348541E-19    1.0152006E-18    1.2703991E-18
191.6048    6.8849507E-18    5.4734737E-18    4.2915801E-18    1.2546617E-18    9.1796697E-19    1.2674851E-18
191.6332    6.5271257E-18    5.5991566E-18    4.8716629E-18    1.3761788E-18    7.6162022E-19    1.2827215E-18
191.6615    6.0737713E-18    5.9559564E-18    5.4384268E-18    1.1797305E-18    6.2769044E-19    1.3001889E-18
191.6898    5.6323856E-18    6.4772289E-18    5.8296586E-18    9.8947008E-19    5.3909628E-19    1.2185944E-18
191.7182    5.2642074E-18    6.9416692E-18    5.9244625E-18    9.7590581E-19    5.0908202E-19    1.0776872E-18
191.7465    4.9770795E-18    7.1505468E-18    5.7383310E-18    9.4115770E-19    5.8048782E-19    1.0404040E-18
191.7749    4.7600751E-18    7.0773998E-18    5.4561916E-18    8.7712444E-19    7.1799846E-19    1.1092445E-18
191.8033    4.6626494E-18    6.8274782E-18    5.3327760E-18    8.3955883E-19    8.3030280E-19    1.1316710E-18
191.8317    4.7761764E-18    6.4845681E-18    5.5292405E-18    7.0479628E-19    8.5823384E-19    1.0410273E-18
191.8601    5.1077473E-18    6.0354570E-18    6.0075414E-18    4.4047631E-19    8.4413783E-19    9.1247657E-19
191.8885    5.5260485E-18    5.4993838E-18    6.5530672E-18    2.8261308E-19    8.3384224E-19    9.1586272E-19
191.9169    5.8826237E-18    4.9793712E-18    6.9171872E-18    4.8703023E-19    8.1191105E-19    1.0692395E-18
191.9453    6.1608620E-18    4.5842215E-18    6.9923540E-18    7.3795805E-19    7.7946249E-19    1.2437586E-18
191.9737    6.4613009E-18    4.4378097E-18    6.8709780E-18    9.1664043E-19    7.2180855E-19    1.3574585E-18
192.0022    6.8476597E-18    4.6356106E-18    6.7152344E-18    9.5179465E-19    6.3521325E-19    1.3522095E-18
192.0306    7.2279237E-18    5.1599673E-18    6.5908303E-18    8.0790324E-19    5.9663022E-19    1.2812725E-18
192.0591    7.4133238E-18    5.8360771E-18    6.4382719E-18    6.4636059E-19    6.0175538E-19    1.2232246E-18
192.0875    7.2841418E-18    6.4373484E-18    6.1802369E-18    6.0012435E-19    5.4785535E-19    1.1536137E-18
192.1160    6.8792937E-18    6.8964182E-18    5.8525681E-18    5.9004677E-19    4.2223043E-19    1.0717175E-18
192.1445    6.3179306E-18    7.3348353E-18    5.6441892E-18    6.2572501E-19    3.8772892E-19    9.6182833E-19
192.1730    5.6902330E-18    7.8685384E-18    5.7986005E-18    7.9566097E-19    4.6047912E-19    7.5191426E-19
192.2015    5.0555489E-18    8.4265784E-18    6.4252649E-18    1.0626233E-18    5.0590127E-19    5.1320870E-19
192.2300    4.4630322E-18    8.7562090E-18    7.3593791E-18    1.3119101E-18    6.3937301E-19    4.1054501E-19
192.2585    3.9590936E-18    8.6721591E-18    8.2302212E-18    1.4865179E-18    8.5573424E-19    3.2856165E-19
192.2870    3.5877431E-18    8.1508580E-18    8.7493863E-18    1.6145044E-18    1.0511704E-18    3.8204723E-19
192.3155    3.3724487E-18    7.2688773E-18    8.9165818E-18    1.6777356E-18    1.1662265E-18    6.3379768E-19
192.3441    3.3017734E-18    6.2780415E-18    8.9073238E-18    1.5972538E-18    1.2553847E-18    8.6773439E-19
192.3726    3.3371838E-18    5.4043921E-18    8.8203132E-18    1.4162559E-18    1.4032279E-18    1.1106990E-18
192.4012    3.4109108E-18    4.7555775E-18    8.6090773E-18    1.3470909E-18    1.5263280E-18    1.2956998E-18
192.4297    3.4400999E-18    4.3652251E-18    8.2130640E-18    1.5142754E-18    1.4988225E-18    1.2721556E-18
192.4583    3.3880770E-18    4.1891587E-18    7.6673912E-18    1.7039589E-18    1.3344576E-18    1.2016443E-18
192.4869    3.3370952E-18    4.1142191E-18    7.0638428E-18    1.6842511E-18    1.0824094E-18    1.4290151E-18
192.5155    3.4838398E-18    4.0388941E-18    6.4810951E-18    1.4859049E-18    7.9308586E-19    1.7271277E-18
192.5441    3.9706707E-18    3.9444399E-18    5.9929473E-18    1.2657926E-18    5.6755321E-19    1.7626030E-18
192.5727    4.7044254E-18    3.8824303E-18    5.6463853E-18    1.1543529E-18    5.9942682E-19    1.5283038E-18
192.6013    5.3728619E-18    3.8962404E-18    5.4012182E-18    1.2744959E-18    7.8233438E-19    1.2006786E-18
192.6299    5.6565215E-18    3.9912783E-18    5.1560488E-18    1.5102267E-18    8.6601185E-19    9.2147860E-19
192.6585    5.4630854E-18    4.1505291E-18    4.8513126E-18    1.5678032E-18    8.3260637E-19    8.2641915E-19
192.6872    4.9620477E-18    4.3443846E-18    4.5237286E-18    1.4286052E-18    8.2818900E-19    1.0425741E-18
192.7158    4.4092051E-18    4.5603035E-18    4.2654959E-18    1.3194606E-18    8.6341584E-19    1.2564440E-18
192.7445    3.9620572E-18    4.8213881E-18    4.1633954E-18    1.3660205E-18    8.4664704E-19    1.1748306E-18
192.7731    3.6312856E-18    5.1428324E-18    4.2728729E-18    1.4173103E-18    8.6648024E-19    8.7569081E-19
192.8018    3.3564368E-18    5.4665547E-18    4.5914245E-18    1.2792742E-18    9.2049151E-19    6.3935176E-19
192.8305    3.1050874E-18    5.6841568E-18    5.0330822E-18    9.5371846E-19    8.5373241E-19    5.9513175E-19
192.8592    2.8843783E-18    5.7399802E-18    5.4677124E-18    6.3652394E-19    6.7317316E-19    7.1419946E-19
192.8879    2.7070515E-18    5.6695847E-18    5.8037733E-18    5.3121032E-19    4.6457258E-19    9.2251457E-19
192.9166    2.5976258E-18    5.5345392E-18    6.0239138E-18    5.9918978E-19    3.6818390E-19    1.1026063E-18
192.9453    2.6039654E-18    5.3565079E-18    6.1592077E-18    6.5848040E-19    3.9973938E-19    1.1427588E-18
192.9740    2.7864239E-18    5.1392063E-18    6.2475306E-18    6.5245490E-19    4.3519339E-19    1.0029126E-18
193.0028    3.1972159E-18    4.8755028E-18    6.3022903E-18    6.4455112E-19    5.0405111E-19    7.5681423E-19
193.0315    3.8629273E-18    4.5446097E-18    6.2991848E-18    7.1356866E-19    6.0660200E-19    5.6839554E-19
193.0603    4.7763095E-18    4.1713807E-18    6.1934870E-18    8.4836847E-19    7.0289816E-19    6.2582058E-19
193.0890    5.8763064E-18    3.8387386E-18    5.9613033E-18    9.7398276E-19    7.4418301E-19    8.5935369E-19
193.1178    7.0336462E-18    3.6259460E-18    5.6296990E-18    1.0299063E-18    7.3663206E-19    1.0700457E-18
193.1466    8.0787180E-18    3.5883373E-18    5.2590690E-18    1.0480906E-18    7.2164789E-19    1.1635269E-18
193.1754    8.8682687E-18    3.7933310E-18    4.9068309E-18    1.1010904E-18    6.6680985E-19    1.1178389E-18
193.2041    9.3388242E-18    4.3289394E-18    4.6147474E-18    1.1716705E-18    5.2481109E-19    9.8944609E-19
193.2330    9.4797124E-18    5.2590957E-18    4.4236580E-18    1.2157275E-18    3.6671670E-19    9.2772054E-19
193.2618    9.3074964E-18    6.5478581E-18    4.3636761E-18    1.1979032E-18    3.7036205E-19    1.0049232E-18
193.2906    8.9146788E-18    8.0070806E-18    4.4214239E-18    1.1505596E-18    4.9541091E-19    1.1086005E-18
193.3194    8.4257436E-18    9.3606361E-18    4.5866828E-18    1.1760004E-18    5.3790367E-19    1.1033158E-18
193.3482    7.8864907E-18    1.0326968E-17    4.9384797E-18    1.2866131E-18    4.3756827E-19    9.4628501E-19
193.3771    7.2980928E-18    1.0667062E-17    5.6139617E-18    1.3916245E-18    3.9294569E-19    7.0169932E-19
193.4059    6.6941784E-18    1.0480555E-17    6.6618395E-18    1.4539849E-18    4.2427323E-19    4.7120496E-19
193.4348    6.1443699E-18    9.9265541E-18    7.9287644E-18    1.4689747E-18    5.2192130E-19    3.6573422E-19
193.4637    5.7306257E-18    9.2150434E-18    9.1111029E-18    1.3979289E-18    8.5100703E-19    4.3775490E-19
193.4926    5.5008527E-18    8.5731124E-18    9.9650280E-18    1.2746008E-18    1.1310284E-18    6.8583266E-19
193.5214    5.4347962E-18    8.1091178E-18    1.0450820E-17    1.2871864E-18    1.1992656E-18    1.0622199E-18
193.5503    5.4547174E-18    7.7803208E-18    1.0630883E-17    1.4842390E-18    1.0734867E-18    1.3734557E-18
193.5792    5.4640530E-18    7.5142374E-18    1.0515892E-17    1.5745904E-18    9.1536059E-19    1.3630229E-18
193.6082    5.3753135E-18    7.3255181E-18    1.0091150E-17    1.4867336E-18    8.3270579E-19    1.0326587E-18
193.6371    5.1433000E-18    7.2500137E-18    9.4288006E-18    1.4438362E-18    8.2310977E-19    7.2748541E-19
193.6660    4.8110857E-18    7.2165742E-18    8.7030176E-18    1.5028446E-18    8.8849010E-19    6.9213448E-19
193.6950    4.4877113E-18    7.1122976E-18    8.0977793E-18    1.5385968E-18    9.7002215E-19    7.9784529E-19
193.7239    4.2672071E-18    6.9338347E-18    7.7182729E-18    1.5655492E-18    1.0497867E-18    8.8375673E-19
193.7529    4.1771691E-18    6.7019556E-18    7.5762358E-18    1.6146447E-18    1.1338543E-18    9.0204044E-19
193.7818    4.1744938E-18    6.4267392E-18    7.6287727E-18    1.5562763E-18    1.2084915E-18    8.9219165E-19
193.8108    4.1629205E-18    6.1075473E-18    7.8074341E-18    1.3811154E-18    1.2809429E-18    8.7666252E-19
193.8398    4.0366545E-18    5.7332733E-18    8.0121001E-18    1.2185027E-18    1.2744194E-18    8.5238864E-19
193.8688    3.7766178E-18    5.3116348E-18    8.1024105E-18    1.0034511E-18    1.1157110E-18    8.1488771E-19
193.8978    3.4961392E-18    4.9054623E-18    7.9433288E-18    7.6565069E-19    8.5239409E-19    7.6698504E-19
193.9268    3.3534489E-18    4.6097947E-18    7.4988739E-18    7.4595090E-19    6.8607746E-19    7.1955522E-19
193.9558    3.4168777E-18    4.4924325E-18    6.8795933E-18    8.0972959E-19    9.0780776E-19    6.9724073E-19
193.9848    3.5988322E-18    4.5522081E-18    6.2747497E-18    9.5848139E-19    1.2367136E-18    7.3110114E-19
194.0139    3.7302433E-18    4.7102134E-18    5.8175487E-18    1.2121865E-18    1.3349500E-18    7.3486773E-19
194.0429    3.7146962E-18    4.8701232E-18    5.5152060E-18    1.4143157E-18    1.1255633E-18    6.1933833E-19
194.0720    3.5955159E-18    5.0021721E-18    5.3075326E-18    1.5318019E-18    8.4331339E-19    4.4357246E-19
194.1010    3.4768847E-18    5.1446073E-18    5.1532599E-18    1.5549422E-18    6.7926516E-19    3.4425697E-19
194.1301    3.4243557E-18    5.3143809E-18    5.0322324E-18    1.4617201E-18    6.0367956E-19    4.2321237E-19
194.1592    3.4519536E-18    5.4262910E-18    4.9271157E-18    1.3425358E-18    6.4135168E-19    6.4752830E-19
194.1883    3.5525250E-18    5.3597696E-18    4.8570792E-18    1.2860938E-18    6.9990878E-19    8.9438870E-19
194.2174    3.7257501E-18    5.1604185E-18    4.8786238E-18    1.2437970E-18    6.7528487E-19    1.1038098E-18
194.2465    4.0104491E-18    5.0237155E-18    5.0081502E-18    1.2339666E-18    6.0051188E-19    1.2833855E-18
194.2756    4.4754302E-18    5.0704491E-18    5.1720932E-18    1.3321337E-18    5.5029942E-19    1.4307136E-18
194.3047    5.1555350E-18    5.2533704E-18    5.2563020E-18    1.4573865E-18    5.3609079E-19    1.5207985E-18
194.3338    5.9817621E-18    5.4120985E-18    5.2071563E-18    1.5777789E-18    4.7167113E-19    1.5363954E-18
194.3630    6.7449248E-18    5.4271908E-18    5.0819913E-18    1.8638153E-18    4.7777654E-19    1.4841275E-18
194.3921    7.1647136E-18    5.3452827E-18    4.9933812E-18    2.2484155E-18    6.6199232E-19    1.3859472E-18
194.4213    7.1052436E-18    5.3228684E-18    5.0148387E-18    2.2997684E-18    7.6294449E-19    1.2303100E-18
194.4504    6.7098826E-18    5.5005384E-18    5.1410666E-18    1.8065551E-18    7.1169089E-19    9.7739639E-19
194.4796    6.2534596E-18    5.9509583E-18    5.3227749E-18    1.1461330E-18    6.7175416E-19    6.9547762E-19
194.5088    5.9254879E-18    6.6368728E-18    5.5116246E-18    1.0041336E-18    7.1681196E-19    5.8344042E-19
194.5380    5.7876378E-18    7.3347756E-18    5.6668164E-18    1.0815953E-18    7.7820134E-19    6.1791662E-19
194.5672    5.8398334E-18    7.7174982E-18    5.7746943E-18    1.0138888E-18    7.8681800E-19    6.2484234E-19
194.5964    6.0627837E-18    7.6704681E-18    5.8933226E-18    1.0473814E-18    7.2557502E-19    6.0163377E-19
194.6256    6.4279291E-18    7.3581912E-18    6.1209220E-18    1.1893418E-18    6.3243875E-19    6.2464325E-19
194.6548    6.8945806E-18    6.9528238E-18    6.4808303E-18    1.2713171E-18    6.0720385E-19    6.8173719E-19
194.6841    7.4191393E-18    6.5348519E-18    6.8629612E-18    1.2255358E-18    7.0849457E-19    7.4175851E-19
194.7133    7.9863812E-18    6.1944632E-18    7.0895329E-18    1.0680291E-18    7.7897585E-19    8.2467688E-19
194.7426    8.6013590E-18    6.0807602E-18    7.0459613E-18    1.0156709E-18    7.6101305E-19    8.9044038E-19
194.7718    9.2050729E-18    6.3096223E-18    6.7628688E-18    1.3776485E-18    7.4748005E-19    9.2819952E-19
194.8011    9.6602696E-18    6.8776850E-18    6.3715866E-18    1.9187380E-18    7.4239814E-19    9.9968192E-19
194.8304    9.8399964E-18    7.6526205E-18    6.0071520E-18    2.2437117E-18    6.8013467E-19    1.0798981E-18
194.8597    9.6884656E-18    8.4573345E-18    5.7700945E-18    2.2086377E-18    5.2854279E-19    1.0756188E-18
194.8890    9.2361039E-18    9.2274757E-18    5.7351488E-18    1.9760969E-18    3.1317551E-19    9.4463680E-19
194.9183    8.5788468E-18    1.0024145E-17    5.9717775E-18    1.8213931E-18    2.3572839E-19    7.3459568E-19
194.9476    7.8456708E-18    1.0734751E-17    6.5635476E-18    1.8725619E-18    4.7313046E-19    5.5239865E-19
194.9769    7.1541362E-18    1.1118037E-17    7.5619505E-18    2.0217095E-18    7.1102779E-19    4.8501804E-19
195.0063    6.5574898E-18    1.1118816E-17    8.8810192E-18    1.9787965E-18    8.2616957E-19    5.9717387E-19
195.0356    6.0400725E-18    1.0736558E-17    1.0256594E-17    1.5904683E-18    8.2038755E-19    8.2639326E-19
195.0650    5.5668847E-18    1.0116682E-17    1.1358135E-17    1.0963507E-18    7.7019708E-19    1.0127078E-18
195.0943    5.1517203E-18    9.3812332E-18    1.1981470E-17    8.3709979E-19    8.2437960E-19    1.0809514E-18
195.1237    4.8701475E-18    8.7125924E-18    1.2123964E-17    7.7435555E-19    1.0205648E-18    1.1476392E-18
195.1531    4.7795038E-18    8.2498463E-18    1.1897922E-17    7.4238481E-19    1.1046476E-18    1.2592404E-18
195.1824    4.8274908E-18    7.8297296E-18    1.1445934E-17    6.2341309E-19    9.2447811E-19    1.2619269E-18
195.2118    4.8709844E-18    7.2807314E-18    1.0883925E-17    4.1844018E-19    6.9860804E-19    1.1164551E-18
195.2412    4.7971147E-18    6.6548028E-18    1.0251787E-17    4.0378617E-19    7.7361776E-19    9.4582409E-19
195.2707    4.6170135E-18    6.1286954E-18    9.5553587E-18    7.1094496E-19    8.4126323E-19    8.7499774E-19
195.3001    4.4341050E-18    5.8073594E-18    8.8263102E-18    1.1488550E-18    6.7810301E-19    9.3599039E-19
195.3295    4.3228563E-18    5.6811606E-18    8.1180633E-18    1.5671203E-18    4.7311499E-19    1.0808030E-18
195.3590    4.2717097E-18    5.6732403E-18    7.4568761E-18    1.8040313E-18    3.5685722E-19    1.2276032E-18
195.3884    4.2294904E-18    5.6752820E-18    6.8262543E-18    1.7877527E-18    2.3394384E-19    1.3526657E-18
195.4179    4.1703840E-18    5.6135183E-18    6.2369885E-18    1.6439181E-18    2.6627250E-19    1.4845957E-18
195.4473    4.1077710E-18    5.5259480E-18    5.7783739E-18    1.5648776E-18    5.5798256E-19    1.5863589E-18
195.4768    4.0586718E-18    5.4833666E-18    5.5545517E-18    1.5611379E-18    7.6586948E-19    1.5536147E-18
195.5063    4.0202109E-18    5.5059455E-18    5.5819782E-18    1.5084429E-18    7.9056735E-19    1.3329801E-18
195.5358    3.9799884E-18    5.5843937E-18    5.7537154E-18    1.3982979E-18    7.5130045E-19    1.0148972E-18
195.5653    3.9299401E-18    5.7053491E-18    5.9073161E-18    1.3654469E-18    8.4307334E-19    7.8595661E-19
195.5948    3.8655528E-18    5.8356353E-18    5.9437407E-18    1.3990520E-18    1.1267161E-18    7.4775271E-19
195.6243    3.7867614E-18    5.9094298E-18    5.8880626E-18    1.3451454E-18    1.5095582E-18    8.7052207E-19
195.6538    3.7095728E-18    5.8619223E-18    5.8331695E-18    1.0989275E-18    1.8509702E-18    1.1096073E-18
195.6834    3.6580714E-18    5.6814295E-18    5.8245581E-18    7.3680178E-19    2.0625721E-18    1.3664838E-18
195.7129    3.6352313E-18    5.4199665E-18    5.8139963E-18    5.9139324E-19    2.0058797E-18    1.5683973E-18
195.7425    3.6028154E-18    5.1574677E-18    5.7457440E-18    7.2001700E-19    1.6672561E-18    1.6975568E-18
195.7720    3.5143603E-18    4.9279760E-18    5.6478432E-18    7.8063392E-19    1.3242030E-18    1.7427684E-18
195.8016    3.3973729E-18    4.6938237E-18    5.5808153E-18    7.9837627E-19    1.1118335E-18    1.7195107E-18
195.8312    3.3795804E-18    4.4308346E-18    5.5389147E-18    9.0871069E-19    9.8480896E-19    1.6866426E-18
195.8608    3.6136511E-18    4.1716303E-18    5.4472956E-18    1.0028944E-18    8.6469485E-19    1.6953857E-18
195.8904    4.1857397E-18    3.9659605E-18    5.2365519E-18    9.4172358E-19    7.6241238E-19    1.7124994E-18
195.9200    5.0804122E-18    3.8317603E-18    4.8977927E-18    7.7236383E-19    6.8864356E-19    1.6606700E-18
195.9496    6.2111137E-18    3.7468942E-18    4.4744242E-18    7.1994484E-19    6.0512759E-19    1.5556419E-18
195.9792    7.4905938E-18    3.7016235E-18    4.0319086E-18    8.4309354E-19    5.5852187E-19    1.4938173E-18
196.0089    8.8738311E-18    3.7678682E-18    3.6392532E-18    9.1514018E-19    6.2121848E-19    1.4911129E-18
196.0385    1.0295147E-17    4.0984487E-18    3.3661685E-18    8.1423343E-19    7.0812219E-19    1.4400458E-18
196.0682    1.1524186E-17    4.8293619E-18    3.2694308E-18    6.4649557E-19    7.4325378E-19    1.2431404E-18
196.0978    1.2172857E-17    5.9954115E-18    3.3562736E-18    6.2625757E-19    7.7546561E-19    8.9024154E-19
